q2_bin,q2,w_bin,w,value,error
10,4.0750e+00,27,1.7625e+00,5.5508e-04,3.4516e-05
10,4.0750e+00,28,1.7875e+00,5.1600e-04,3.1018e-05
10,4.0750e+00,29,1.8125e+00,4.6169e-04,2.6441e-05
10,4.0750e+00,30,1.8375e+00,5.2209e-04,3.0143e-05
10,4.0750e+00,31,1.8625e+00,5.1985e-04,2.8852e-05
10,4.0750e+00,32,1.8875e+00,5.6042e-04,3.0608e-05
10,4.0750e+00,33,1.9125e+00,5.8797e-04,3.1548e-05
10,4.0750e+00,34,1.9375e+00,5.8499e-04,3.0582e-05
10,4.0750e+00,35,1.9625e+00,6.5090e-04,3.4597e-05
10,4.0750e+00,36,1.9875e+00,5.9479e-04,3.2492e-05
10,4.0750e+00,37,2.0125e+00,6.4955e-04,4.4280e-05
10,4.0750e+00,38,2.0375e+00,2.1689e-05,1.1248e-06
10,4.0750e+00,39,2.0625e+00,0.0000e+00,0.0000e+00
10,4.0750e+00,40,2.0875e+00,0.0000e+00,0.0000e+00
