38704,0.0226697,0.01149,1.75238
38705,0.00753306,0.0117127,1.81134
38706,-0.0025308,0.0137111,1.7169
38707,-0.00587085,0.0114564,1.94453
38708,0.0391386,0.012243,1.54731
38709,0.0297229,0.0107602,1.04524
38710,0.0254083,0.031851,1.07622
38711,0.0233038,0.0116401,1.45176
38712,0.0229785,0.0112285,1.61127
38713,0.0211077,0.0125058,1.25123
38714,0.0307211,0.0102507,0.655683
38715,0.0321156,0.0102787,1.63839
38716,-0.0129393,0.014417,1.00073
38717,0.0214021,0.01185,0.969371
38719,0.0187984,0.0126963,0.422417
38720,0.0216154,0.0160486,0.86156
38721,0.0281575,0.00981679,2.11208
38722,0.0450399,0.0118531,0.729991
38723,0.0227784,0.00940881,1.54819
38724,0.0224322,0.0121034,0.739115
38725,0.0354043,0.0199642,1.37892
38727,0.0382256,0.0118327,1.01219
38728,0.039529,0.0119164,1.01303
38729,0.0378959,0.0105506,1.0735
38730,0.0287924,0.0119343,1.25075
38731,0.0371366,0.0108303,0.816542
38732,0.0349613,0.0114328,1.29112
38733,0.0153096,0.0103268,2.18842
38734,0.0383059,0.0101938,1.72273
38735,0.019413,0.0141107,0.925602
38737,0.0355274,0.0119354,1.24716
38738,0.0346244,0.0119245,1.11418
38739,0.0150889,0.0121565,1.42446
38740,0.0203056,0.020198,1.14625
38743,0.0325484,0.0120169,0.67098
38744,0.0186843,0.0109423,3.24335
38745,0.00202573,0.012097,1.168
38746,0.00355955,0.0115267,1.44494
38748,0.00123305,0.0115683,1.17814
38749,0.00671132,0.0118939,0.938469
38750,0.00992495,0.0127736,1.39475
38751,0.0287647,0.0121389,1.06781
38091,0.00461137,0.0105158,0.926833
38092,0.0117385,0.0117051,1.43253
38093,0.04344,0.0111783,1.4803
38094,0.0300554,0.0121089,1.51326
38095,-0.000361909,0.0159469,1.8823
38096,0.0137148,0.0117683,1.2987
38097,0.0133484,0.010576,2.27155
38098,-0.00414627,0.010945,2.28021
38099,0.0306936,0.0110972,1.26186
38100,0.00781337,0.0115286,0.871339
38111,-0.0519384,0.0414353,1.12172
38112,-0.0293874,0.0407465,1.14459
38114,0.0200731,0.0227004,0.843941
38117,0.0175255,0.0115908,1.30749
38118,0.028928,0.0141083,1.56092
38119,0.0294262,0.0106521,1.46159
38120,0.0174592,0.0118604,1.95648
38121,0.0257484,0.0114648,1.64542
38122,0.0283704,0.0121696,1.18344
38131,0.0282725,0.0128365,1.58808
38132,0.0147673,0.0111034,1.50891
38133,0.0473764,0.0119442,1.4116
38134,0.0359858,0.0112475,1.66056
38135,0.0246009,0.0116866,0.774531
38138,0.0249143,0.0108133,0.820213
38139,0.0151831,0.0113293,1.32996
38140,0.0159314,0.0113083,2.04586
38141,-0.00578772,0.0111289,1.55542
38142,0.0271195,0.0138686,2.33596
38143,0.0249226,0.0114552,1.64134
38144,0.0216943,0.0125569,1.05956
38146,0.0289486,0.0124118,1.32049
38172,0.0303305,0.0112871,1.44877
38173,0.0220177,0.0115205,1.60106
38174,0.0341579,0.0115136,1.56581
38175,0.000241477,0.0113267,2.19073
38176,0.0207568,0.0116473,1.1749
38177,0.0155617,0.0108254,1.09789
38182,0.070779,0.0189223,1.20553
38183,0.0117065,0.0117756,0.87078
38184,-0.00187477,0.0117413,1.56786
38185,0.0240593,0.011523,0.855966
38186,0.00418494,0.0116611,1.5121
38187,0.0132874,0.0211055,1.40317
38188,-0.0103547,0.0112777,1.09317
38189,0.0241997,0.0110998,0.936259
38190,0.000786163,0.0109756,2.16529
38191,0.0358138,0.0138659,1.36905
38192,0.034319,0.0108632,1.26066
38194,0.0151856,0.012112,1.06155
38195,0.0404566,0.0123218,1.68599
38197,0.00919986,0.0150022,0.61045
38198,0.0106344,0.0190203,0.88732
38199,0.0105636,0.0110731,0.91134
38200,-0.00199177,0.0118705,1.48618
38201,0.0122193,0.0114791,2.17867
38203,0.0140137,0.0122947,1.16143
38204,0.0078552,0.0129339,1.5931
38205,0.0240681,0.0193222,0.770484
38206,0.0287705,0.0109743,1.13976
38207,0.00953069,0.0118774,1.23156
38208,0.0285073,0.0114732,0.92137
38209,0.0311607,0.0113493,1.70613
38210,0.028792,0.011608,0.65071
38211,0.0237975,0.0115285,2.02959
38212,0.0157495,0.0116854,2.0304
38213,0.0302536,0.0119103,1.46846
38214,0.0155631,0.0116444,1.03779
38215,0.0315502,0.0108333,0.804829
38216,0.00233548,0.0119635,1.56749
38217,-0.0058695,0.011355,1.54221
38218,0.0300041,0.0103308,1.67459
38219,0.0252182,0.0121014,2.05871
38220,0.0359788,0.0115,0.679275
38221,0.063679,0.0228692,1.33526
38222,0.0355715,0.0115105,0.828163
38223,0.0337526,0.0112764,0.930197
38225,0.0168196,0.0102093,2.11531
38265,0.0295527,0.0123278,1.81144
38266,0.0141198,0.0155329,0.858185
38268,0.0216875,0.0115813,0.969578
38271,0.0111047,0.0117966,1.58287
38272,0.0125125,0.0113605,2.0108
38273,0.026076,0.0125427,1.08002
38274,0.0158942,0.011504,1.23481
38275,0.00719589,0.0114029,0.974656
38276,-0.00840846,0.0248426,1.12471
38277,0.0254508,0.0112042,2.94994
38278,-0.00205103,0.0109766,1.32166
38283,0.0168924,0.0110714,0.777242
38284,0.00361804,0.01042,1.43957
38285,0.0391119,0.0195867,1.80331
38286,-0.00173087,0.0109248,1.09357
38288,0.0171148,0.0117583,1.08384
38289,0.00757419,0.0106365,0.562151
38290,-0.00254858,0.0161777,1.20979
38300,0.0213263,0.0134224,2.98286
38301,-0.0332969,0.0199752,0.808339
38302,0.0339911,0.0107375,1.13892
38303,0.0169537,0.0118082,0.911843
38304,0.0416101,0.0167093,1.07646
38305,0.0451591,0.0111193,1.31042
38306,0.0301433,0.0114961,1.14039
38307,0.0104049,0.0168688,1.31343
38309,0.0443059,0.0150069,2.09942
38310,0.0236071,0.0114142,1.01123
38312,0.0519505,0.0115887,1.14772
38313,0.00444658,0.0152663,1.71836
38314,0.0161297,0.0141191,1.37924
38315,0.0325533,0.0104554,1.74211
38316,0.0379622,0.0133821,1.38288
38317,0.0370829,0.011139,1.19123
38318,0.0338554,0.011494,1.15305
38320,0.0177279,0.0100845,1.89794
38321,0.0265412,0.0125019,1.58721
38322,0.0120839,0.0128486,1.74255
38328,0.022416,0.0108855,1.45843
38329,0.0549365,0.0129898,1.69302
38331,0.043454,0.0138869,0.60011
38337,0.0321363,0.0102213,0.949471
38338,0.00197167,0.00946068,0.815935
38339,0.00908341,0.0184719,1.11792
38340,0.0132776,0.011038,1.17554
38341,0.0228632,0.0109475,1.20174
38342,0.0517309,0.012364,0.788142
38344,0.0351494,0.0109349,0.929643
38346,0.0332041,0.0109969,1.23887
38347,0.0312281,0.0161938,1.30844
38350,0.0249007,0.0110083,1.55685
38351,0.0259029,0.0135388,0.868888
38352,0.0264905,0.015843,1.09295
38353,0.00730641,0.0110368,1.91198
38354,0.00630832,0.0113194,1.31615
38355,0.0294311,0.0108542,1.85396
38356,0.0121335,0.0111553,1.29306
38359,0.0155095,0.0109948,0.71305
38360,0.0184149,0.0136947,1.32535
38364,0.0327968,0.0154211,0.898537
38365,0.0347617,0.0117105,1.32365
38378,0.00783385,0.0116988,1.09094
38379,0.0262709,0.0109945,1.26956
38380,0.020333,0.0113595,1.27794
38381,0.0320503,0.0110698,1.04995
38382,0.0118709,0.0110307,1.2462
38383,0.0332404,0.0108659,1.64544
38384,0.0325338,0.010671,1.31498
38385,0.0196818,0.0112047,0.878391
38387,0.0282689,0.01042,1.62903
38388,0.0237004,0.0109611,0.557062
38389,0.0352723,0.0120623,1.34968
38390,0.0173659,0.0129888,3.08521
38391,0.00270745,0.0112071,1.40274
38392,0.0135229,0.0111125,1.19817
38393,0.0254347,0.0118255,2.02693
38394,0.0221465,0.0115119,1.54143
38395,0.0308242,0.0114602,0.7346
38396,0.0252152,0.0113623,1.5951
38397,0.0125588,0.0115317,0.792662
38398,0.00189831,0.0115579,1.32417
38399,0.0317769,0.0113031,1.84178
38400,0.0263949,0.0119754,1.33361
38401,0.0481723,0.0117261,1.37428
38402,0.0420552,0.0111662,0.910699
38403,0.0362767,0.0113929,1.10222
38404,0.0276945,0.0120721,1.77718
38405,0.0178411,0.0185253,0.641469
38408,0.0152299,0.0159846,0.800884
38409,0.0130703,0.0146818,1.18044
38410,0.0046682,0.0121518,1.83541
38411,0.0354695,0.020343,0.79508
38412,0.0484162,0.0113071,1.88838
38415,-0.00109774,0.0110765,1.16608
38417,0.0136785,0.0135286,1.56826
38418,0.0295544,0.01091,0.714282
38419,0.0212022,0.0113959,1.12306
38420,0.0229141,0.0110254,1.27534
38421,0.0369414,0.0108793,0.9826
38422,0.00834238,0.011389,0.86003
38423,0.0336167,0.0108867,0.79619
38424,0.0211712,0.0100101,0.644494
38425,0.017049,0.0119111,0.896434
38426,0.0279465,0.010816,1.03435
38429,0.0173248,0.0129884,1.12908
38430,0.0220116,0.0113563,1.58801
38431,0.0362633,0.0101855,1.16686
38432,0.0219256,0.0109444,1.25527
38433,0.0284477,0.0114371,2.14428
38434,0.0373314,0.0111213,1.0068
38435,0.0293166,0.0108101,0.857318
38436,0.0424532,0.0112226,1.37248
38437,0.0208509,0.0110404,1.87917
38438,0.000888689,0.014759,1.70316
38048,0.0250678,0.0113726,2.21053
38049,0.0336534,0.0109817,1.67234
38050,0.0241468,0.0110816,1.59752
38051,0.00958982,0.0122484,1.4709
38052,0.0117591,0.011101,1.45829
38053,0.0201868,0.0111242,0.897148
38070,0.0245227,0.0105278,0.588465
38071,0.0286264,0.010717,1.95504
38072,0.0162813,0.00938532,1.24665
38074,0.0131705,0.0114282,0.715098
38075,0.03774,0.0106606,1.08706
38076,0.0227339,0.00989897,2.67072
38077,0.013413,0.0109969,1.20868
38078,0.0301997,0.011538,2.45627
38079,0.0112945,0.0164092,0.868503
38080,0.0119583,0.0107287,1.3802
38081,0.0324972,0.0119046,1.23005
38082,0.0152261,0.0120342,1.32675
38083,0.00388191,0.0120344,1.29712
38084,0.00931567,0.0117477,1.07063
38085,-0.00575779,0.0122162,1.44024
38086,0.00162535,0.0112552,1.1891
38089,0.0229603,0.0113382,1.31184
38090,0.025222,0.0111725,1.23217
38439,-0.0366467,0.0499861,1.22536
38440,0.0156349,0.00894684,1.81384
38441,0.0172912,0.0108101,1.19046
38443,0.0351399,0.0107454,0.810769
38446,0.0370233,0.0143898,1.24422
38447,0.0265437,0.0124303,1.20816
38449,0.00619699,0.0132241,1.69237
38450,0.026918,0.0107281,1.2513
38451,0.033035,0.011454,1.39496
38452,0.0392699,0.0107961,1.12648
38453,0.0298431,0.0115482,1.48219
38454,0.0294609,0.0112503,1.39143
38455,0.0385755,0.0112994,0.989425
38456,0.0254985,0.0111333,0.666211
38457,0.0173544,0.0109933,0.962072
38458,0.0160264,0.0112342,1.79917
38459,0.0296023,0.0113753,1.35009
38460,0.019316,0.0103499,1.07786
38461,0.0135302,0.0113823,1.23924
38462,0.0336912,0.0125271,1.35425
38463,0.0228786,0.0117075,1.72758
38464,0.00300956,0.0114065,2.0751
