     38200       0.0525796               0       0.0207461      -0.0347744
     38201       0.0507502               0       0.0416649     -0.00665539
     38203      0.00637644               0       0.0191468       0.0119788
     38204     -0.00389501               0     -0.00303524     -0.00219673
     38205       0.0941855               0       0.0620528        -0.03349
     38206       0.0407634               0       0.0142689      -0.0243305
     38207       0.0709024               0       0.0355867      -0.0431313
     38208       0.0138069               0      0.00355548      -0.0101931
     38209       0.0257983               0     -0.00245738      -0.0272161
     38210       0.0244366               0       0.0069169      -0.0191992
     38211         0.10003               0       0.0723378       -0.031087
     38212       0.0471654               0       0.0461339      -0.0081115
     38213       0.0565397               0       0.0136108      -0.0351021
     38214       0.0466435               0        0.037189      -0.0131729
     38215       0.0638956               0       0.0584127     -0.00961868
     38216       0.0585387               0       0.0396846      -0.0175106
     38217      0.00739608               0      -0.0306348      -0.0404096
     38218      0.00780395               0      0.00545162     0.000629998
     38219      -0.0313068               0        -0.02365       0.0097393
     38220       0.0349242               0      0.00837811      -0.0277371
     38221        0.127256               0       0.0617586       -0.068746
     38222       0.0403913               0         0.01024      -0.0269445
     38223       0.0139658               0      -0.0230752      -0.0351363
     38225       0.0486404               0       0.0380688       -0.012303
     38265       0.0258174               0      0.00302927      -0.0207531
     38266       0.0591018               0      -0.0150174      -0.0770787
     38268       0.0790386               0       0.0500481      -0.0302281
     38271       0.0314667               0       0.0294634      -0.0107245
     38272       0.0550536               0       0.0585458    -0.000710486
     38273       0.0221464               0       0.0231506      0.00447075
     38274       0.0393622               0       0.0253286      -0.0142963
     38275       0.0434429               0       0.0205164      -0.0266187
     38276       0.0569311               0       0.0349964      -0.0244547
     38277     -0.00591445               0      0.00478849       0.0103182
     38278       0.0383159               0       0.0275085      -0.0103285
     38283       0.0474119               0        0.034251      -0.0134967
     38284       0.0455829               0       0.0012868      -0.0412145
     38285        0.102143               0       0.0763135      -0.0313017
     38286       0.0205138               0      0.00244117      -0.0233797
     38288      -0.0417252               0      -0.0108339       0.0301316
     38289       0.0181902               0       0.0146275      0.00126171
     38290      -0.0047342               0      0.00970938       0.0161174
