      0.279157   -0.00444716      0.347709       38.7627     -0.912685      0.113918      0.918893       3.04644       5.05207       1.07999
      0.376923  -0.000582821      0.768793       26.1178     -0.088594      0.110368      0.844267        2.9376       4.64178      0.961358
      0.543555   -0.00131969        1.6701       18.0282     -0.139108      0.135039      0.680551       2.63697       3.74167      0.948162
      0.200739      0.323326       1.12694       18.6601       58.1656     0.0850369      0.783655       2.87715       4.30854      0.687537
      0.696754    0.00611486       1.92348       19.9129      0.502827      0.207616      0.627901       2.45226        3.4522       1.34498
      0.885091  -0.000280656       2.05745       23.2768    -0.0181681      0.327856      0.592625       2.23383       3.25825       2.00459
      0.267002      0.034917      0.461633       30.2554       7.45054     0.0859385      0.902796         3.065       4.96357      0.800462
       0.31521  -0.000842743      0.907543       19.1533     -0.153185     0.0686824      0.825259       2.96816       4.53728      0.584789
      0.247299     0.0040071      0.642863       21.0434      0.928309     0.0559716      0.874718       3.06593        4.8092      0.505125
      0.319039  -0.000988584      0.421734       37.1074     -0.177538      0.126272      0.903817       3.00462       4.96918       1.17748
      0.352584    -0.0158972      0.680695       27.4068      -2.58158      0.106587      0.860539       2.96857       4.73124      0.946318
      0.252704   -0.00409031      0.533932       25.3306     -0.927317     0.0678192      0.892556       3.07645       4.90727      0.624528
      0.372531    0.00339697       1.01602       20.1365      0.522444     0.0877766       0.80317       2.90508       4.41583      0.727361
      0.234692    -0.0354894      0.600793       21.5579      -8.59892     0.0545736      0.882506       3.08034       4.85202      0.496894
      0.285517   -0.00386193      0.763933       20.4947     -0.774941     0.0645997      0.851663       3.01655       4.68245      0.567626
       0.34361    0.00171624      0.666776       27.2637      0.286174      0.102845      0.863567       2.97887       4.74789      0.916312
      0.195002     0.0170018      0.405415       25.7721       4.98289     0.0519835      0.918116       3.14012        5.0478       0.49241
      0.475511    0.00984432       1.16361       22.2318         1.186      0.129118      0.771361       2.79484       4.24094       1.02756
      0.264887   0.000690255      0.450234       30.4698      0.149304       0.08496      0.904988       3.06986       4.97562       0.79327
      0.180254     -0.019553      0.546568        18.352      -6.19097     0.0348669      0.895261       3.12968       4.92214      0.322052
      0.242046    0.00094284      0.541929       24.0675      0.223182     0.0616477      0.892047       3.08487       4.90447      0.567372
      0.342298    -0.0010333      0.943691       19.9369     -0.172959     0.0784431      0.817415       2.94147       4.49415      0.661547
      0.231794     -0.277083      0.897306       21.9295      -50.0858       0.09052      0.824064       2.93476        4.5307      0.769607
      0.265964     0.0134047      0.333045       38.6457       2.88528      0.107888      0.922441       3.06115       5.07158       1.02677
      0.336733  -0.000595953      0.941949       19.6713     -0.101402     0.0760589      0.818056       2.94593       4.49767      0.641943
       1.40806     0.0132153       3.67484       20.9658      0.537734      0.977023      0.284216      0.973514       1.56262       2.86494
      0.371915   -0.00417515      0.474434       38.0951     -0.643181      0.153717      0.890351       2.94182       4.89515       1.41204
       0.25307   -0.00633931      0.681748       20.3712      -1.43494     0.0558647      0.867728       3.05496       4.77077      0.500132
     -0.135481      0.190719      0.582989       21.8646       125.389      0.054372      0.885745       3.08576       4.86982      0.496875
      0.187491    -0.0110735      0.452735       22.5311      -3.38007     0.0437762       0.91085       3.14109       5.00785      0.411385
      0.185941  -0.000118689       0.35478       27.6591    -0.0365728     0.0526181      0.927146       3.15319       5.09745      0.503323
      0.185941  -0.000118689       0.35478       27.6591    -0.0365728     0.0526181      0.927146       3.15319       5.09745      0.503323
      0.185941  -0.000118689       0.35478       27.6591    -0.0365728     0.0526181      0.927146       3.15319       5.09745      0.503323
        0.2182     -0.148005      0.686976       20.9967      -34.1491     0.0601193      0.866163       3.04623       4.76217      0.537251
      0.580128    -0.0224186       1.23272       25.2185      -2.21305      0.184019      0.752166       2.68563       4.13541       1.42804
    -0.0801557      0.258383      0.801644        18.648       107.235     0.0559493      0.846115       3.02018       4.65194      0.488413
      0.117518     -0.217193      0.531116       24.9366      -61.5831     0.0651351      0.893467       3.08189       4.91228      0.600422
      0.117518     -0.217193      0.531116       24.9366      -61.5831     0.0651351      0.893467       3.08189       4.91228      0.600422
      0.117518     -0.217193      0.531116       24.9366      -61.5831     0.0651351      0.893467       3.08189       4.91228      0.600422
      0.117518     -0.217193      0.531116       24.9366      -61.5831     0.0651351      0.893467       3.08189       4.91228      0.600422
      0.191763   -0.00201702      0.440395       23.5311     -0.602632     0.0466462      0.912634       3.13959       5.01766      0.439214
       1.05927    0.00101435       3.20131       18.3086     0.0548661      0.470479      0.386685          1.73         2.126       1.87699
