acceptance_error,acceptance_value,bin_center_correction_error,bin_center_correction_value,cross_section_error,cross_section_value,data_error,data_value,gen_error,gen_value,model_cross_section_error,model_cross_section_value,q2_bin,q2_value,radiative_correction_error,radiative_correction_value,rec_error,rec_value,sector,w_bin,w_value
0.0014195130811884631,0.1769878119558909,0.0,0.9607484141130369,0.00010332555782805449,0.008458227624112524,395.81940326366015,156673.0,321.5276037916496,103380.0,0.0,0.008291427977383137,0,1.825,0.004535590819863577,0.9686960648947187,135.26640381114595,18297.0,0,19,1.5875000000000001
0.0014000351273877217,0.17804442700010278,0.0,0.9666077606134436,0.00010476222644859905,0.008743906803405541,403.77221301124723,163032.0,327.1192443131403,107007.0,0.0,0.00854233093559742,0,1.825,0.004525785184324729,0.9789931069480272,138.02898246382895,19052.0,0,20,1.6125
0.0013726007496060845,0.1813633245985825,0.0,0.970139996827767,0.0001103581127941058,0.00959206003966119,426.98126422596107,182313.0,337.2269265642944,113722.0,0.0,0.009092857129871845,0,1.825,0.004398607113965808,0.9855145546590729,143.61406616345073,20625.0,0,21,1.6375000000000002
0.0012952394045729065,0.1791791394383084,0.0,0.9758038701101313,0.00012003456598301849,0.010955040946237069,453.70915794151654,205852.0,354.8816704198739,125941.0,0.0,0.010041612200438976,0,1.825,0.004146162071871186,0.9754674564658864,150.21983890285597,22566.0,0,22,1.6625
0.0012358089164578676,0.18045139735298757,0.0,0.9855601787913089,0.00012537557256246472,0.011960247692987824,475.85607067683816,226439.0,373.467535403012,139478.0,0.0,0.011161752045154572,0,1.825,0.003992109894021692,0.9879746835443038,158.64740779476983,25169.0,0,23,1.6875000000000002
0.0012568480454860649,0.1869915806104947,0.0,0.9664513889771665,0.00012401451580193134,0.01211003525747631,487.41255626009473,237571.0,374.84530142446766,140509.0,0.0,0.011187265627086163,0,1.825,0.004027243826446313,0.9999756710729056,162.09256614663116,26274.0,0,24,1.7125000000000001
0.0013257160265686316,0.19602698650674663,0.0,0.9563637948058571,0.00011703682950625437,0.011373983361929933,483.96177535007865,234219.0,365.2396473549935,133400.0,0.0,0.010507097467780113,0,1.825,0.00413308706995832,0.9968677593752682,161.7096162879623,26150.0,0,25,1.7375
0.001385718482678288,0.20383137564854015,0.0,0.9619805615773593,0.00011116494833150547,0.010732718447381582,479.76452557478655,230174.0,357.47307590922145,127787.0,0.0,0.010116309858858585,0,1.825,0.004268201558129588,1.0113293389577007,161.39082997494003,26047.0,0,26,1.7625000000000002
0.001367508951245667,0.20156283781696885,0.0,0.9665558916113399,0.00011187281202401983,0.010810789767309866,478.94780508944814,229391.0,359.87219953755806,129508.0,0.0,0.009997609071433544,0,1.825,0.004268566842337565,1.0066389442635373,161.56732342896566,26104.0,0,27,1.7875
0.0014063915405438023,0.20922068987084466,0.0,0.9689941663313154,0.00010880368845745753,0.010596507738641864,483.14801044814413,233432.0,357.64227937982946,127908.0,0.0,0.01001069787889719,0,1.825,0.004304912695621302,1.0149255083916338,163.58789686281807,26761.0,0,28,1.8125000000000002
0.0014075872011007145,0.2122511839217649,0.0,0.9703063100374195,0.00010908507678321504,0.010751371029374825,490.43246222084446,240524.0,360.36786760198254,129865.0,0.0,0.010080673731863499,0,1.825,0.0042857495546432586,1.0169427778275275,166.02409463689298,27564.0,0,29,1.8375000000000001
0.001402758984010415,0.2136166982922201,0.0,0.9710754713424703,0.00011124632503665818,0.0111305075674132,500.8792269599529,250880.0,362.9738282576307,131750.0,0.0,0.010171825997531414,0,1.825,0.00428029314904623,1.021471793870779,167.76173580408616,28144.0,0,30,1.8625
0.0014219844337871746,0.2207028025037902,0.0,0.9715738725001983,0.00011053589934006533,0.011242561844097018,511.8232116659033,261963.0,365.017807784771,133238.0,0.0,0.010266322642564774,0,1.825,0.004286667470886827,1.0299863778178142,171.48177745754796,29406.0,0,31,1.8875000000000002
0.0014240749038919092,0.22326016574093327,0.0,0.9719269575512974,0.00011152124208955784,0.011487029538134097,520.6534355979993,271080.0,366.97138853049563,134668.0,0.0,0.010354566387832165,0,1.825,0.0042764943346972365,1.0293048952395962,173.3955016717562,30066.0,0,32,1.9125
0.0014433438619520882,0.23096537827440924,0.0,0.9722030234403275,0.00010918742453072834,0.011448593735153483,528.4534038115376,279263.0,369.42522924131754,136475.0,0.0,0.010431106202304363,0,1.825,0.004215264179925143,1.02197821095987,177.54154443397184,31521.0,0,33,1.9375000000000002
0.0014499932119040832,0.23305751263873342,0.0,0.9724332908961439,0.00010938520982293904,0.01159824910936357,534.5886268898731,285785.0,369.70664045970284,136683.0,0.0,0.010492623783648014,0,1.825,0.004284625612968886,1.040124925382173,178.47969072138153,31855.0,0,34,1.9625000000000001
0.0014699724843659156,0.2402575742193732,0.0,0.9726365147154089,0.00010698324669706519,0.011480446651787829,540.1397967193308,291751.0,371.35158542814924,137902.0,0.0,0.010537057183682919,0,1.825,0.004280270739618073,1.043046528422573,182.02197669512327,33132.0,0,35,1.9875
0.0014820434311795271,0.24588447860502466,0.0,0.9728240296059198,0.00010561943478916988,0.011490627202678015,546.4512787065285,298609.0,373.45950248989516,139472.0,0.0,0.010563100688159466,0,1.825,0.004221572205906458,1.0326218010766384,185.18639258865647,34294.0,0,36,2.0125
0.0014824182942766977,0.2472745927920995,0.0,0.9730020777063014,0.00010651521887212854,0.011685461305463864,552.7594413485851,305543.0,374.6278153047368,140346.0,0.0,0.01056994590908289,0,1.825,0.0042745699612701735,1.046905243052891,186.29009635512028,34704.0,0,37,2.0375000000000005
0.0015115619598789446,0.2562959914279429,0.0,0.9731753663179572,0.00010365613136496827,0.011538755616236934,559.1395174730543,312637.0,375.39712305770274,140923.0,0.0,0.010557089932262897,0,1.825,0.00429801250548554,1.0519951735882318,190.0473625178734,36118.0,0,38,2.0625
0.001538494510655881,0.26181810365827446,0.0,0.9733486336025523,0.00010259958100069903,0.011510447489648128,564.8017351248135,319001.0,373.5960385228944,139574.0,0.0,0.010524317622184753,0,1.825,0.004293599568210021,1.0487589337039802,191.16223476408723,36543.0,0,39,2.0875000000000004
0.011283532789816187,0.30664124563075945,0.0,1.0243931734051404,2.552177321273478e-05,0.0005130385582434555,128.2692480682724,16453.0,56.098128311023,3147.0,0.0,0.0004026149690616876,1,2.075,0.011415847968188715,0.41500221926320463,31.064449134018133,965.0,0,0,1.1125
0.006358392856932032,0.2380299080806695,0.0,1.005057092366164,3.35315100456364e-05,0.0008976334760728572,149.53260514014994,22360.0,85.37564055396598,7289.0,0.0,0.0008002553367987275,1,2.075,0.009460622865971985,0.5359356311840817,41.65333119931706,1735.0,0,1,1.1375000000000002
0.004167672887976148,0.2092400631564495,0.0,1.0030355175152965,4.285932340056447e-05,0.0014946153390255645,181.04695523537532,32778.0,120.69382751408624,14567.0,0.0,0.0014920957619324327,1,2.075,0.008047443836466342,0.6662777810184916,55.20869496736904,3048.0,0,2,1.1625
0.0025627228053617807,0.15724700447524181,0.0,1.0216178594880887,6.665286626607645e-05,0.0028023089641836603,214.9441787999852,46201.0,166.4572017066249,27708.0,0.0,0.0026489906013011932,1,2.075,0.006797950230963709,0.766898574449219,66.007575322837,4357.0,0,3,1.1875
0.0019888763761514755,0.14170802669861374,0.0,1.0233817815652744,8.215058487064685e-05,0.003951658429273234,242.55720974648435,58834.0,202.23995648733708,40901.0,0.0,0.003828418906778097,1,2.075,0.005962285365955856,0.8214175398579133,76.13146524269712,5796.0,0,4,1.2125000000000001
0.0020378520502357276,0.15573808315260024,0.0,0.9584974204906451,7.542199137432438e-05,0.003877068862280666,251.82335078383815,63415.0,208.187415565879,43342.0,0.0,0.003908316604793072,1,2.075,0.006126633341652187,0.8641267622043575,82.15838362577492,6750.0,0,5,1.2375
0.0023506396357461583,0.17965898425278964,0.0,0.9281840851460867,6.493932598361994e-05,0.003352165857045566,251.71412356083638,63360.0,195.84687896415403,38356.0,0.0,0.003370522055774927,1,2.075,0.006580759175531248,0.8716553408366957,83.01204731844649,6891.0,0,6,1.2625000000000002
0.0026686354932493103,0.20117296867171613,0.0,0.9357610680013024,5.690094557159559e-05,0.0029119331215540422,248.45925219238666,61732.0,184.20369160253006,33931.0,0.0,0.002977605676278472,1,2.075,0.007165194194926738,0.8989112127045236,82.61961026293939,6826.0,0,7,1.2875
0.0027402262370562836,0.20460638557153302,0.0,0.9493634610098403,5.663518080948002e-05,0.002854181936615385,248.42302630794916,61714.0,181.1739495622922,32824.0,0.0,0.002815650776028633,1,2.075,0.0075229773256957925,0.9209137153277666,81.95120499419151,6716.0,0,8,1.3125
0.0027722666695614404,0.20997065674441118,0.0,0.9597397325025852,5.70891579819954e-05,0.0028790625365718043,252.83789272970932,63927.0,181.8158408940211,33057.0,0.0,0.0028134863823652267,1,2.075,0.00751483780058639,0.9113279730255479,83.31266410336426,6941.0,0,9,1.3375000000000001
0.0027395311030862695,0.21088055490242183,0.0,0.9665215694438922,5.792263030316662e-05,0.0029903800401435065,258.6368109917844,66893.0,184.45595680270128,34024.0,0.0,0.0029178964905440807,1,2.075,0.007506777332517963,0.9396469096867947,84.70537173048709,7175.0,0,10,1.3625
0.0026374881889851985,0.2110191637630662,0.0,0.9708100247341214,5.892626117112807e-05,0.003168630356028743,266.04698833100895,70781.0,191.66637681137502,36736.0,0.0,0.0031055121216923,1,2.075,0.007273943963888487,0.9353462134276445,88.04544281222056,7752.0,0,11,1.3875000000000002
0.002492582836688287,0.20817173488797214,0.0,0.9734960896386485,6.217627402773529e-05,0.0034871183470425284,277.22012913928165,76851.0,201.19890655766497,40481.0,0.0,0.003381033195182681,1,2.075,0.006859995820643987,0.9230055412678633,91.7986928011505,8427.0,0,12,1.4125
0.0023551747623764816,0.21034054513366887,0.0,0.975168836663034,6.458428321342066e-05,0.003864497622033855,293.1177237902887,85918.0,214.23585134145966,45897.0,0.0,0.0037911871913820505,1,2.075,0.006553121201141627,0.9349332953520392,98.25477087653302,9654.0,0,13,1.4375
0.0021775534192771304,0.21101462183626513,0.0,0.9785390249654428,7.076035870073174e-05,0.004584035800154321,319.82338876323604,102287.0,232.14650546583724,53892.0,0.0,0.004466222133487463,1,2.075,0.006061835766231571,0.9399697732997481,106.63957989414625,11372.0,0,14,1.4625000000000001
0.0019114799361322089,0.2023843485833546,0.0,1.0000337550472307,8.278998623915226e-05,0.0058448287211052725,353.3227985850899,124837.0,258.07169546465184,66601.0,0.0,0.0055390032939612865,1,2.075,0.005506191575519941,0.9493619042938353,116.09909560371261,13479.0,0,15,1.4875
0.0018158278981965095,0.20216258750746188,0.0,0.9911908577970028,8.626872065251086e-05,0.00635076527338129,368.31236742743243,135654.0,271.4921729995176,73708.0,0.0,0.00610920786857605,1,2.075,0.005288321396206722,0.958765189421015,122.06965224821442,14901.0,0,16,1.5125000000000002
0.0019961287573765467,0.22334995770991922,0.0,0.9495357417447507,7.570842570541222e-05,0.00564112084722711,364.91642878883926,133164.0,261.8663781396917,68574.0,0.0,0.0055712140165269375,1,2.075,0.005508894443754858,0.958846340281144,123.75782803523985,15316.0,0,17,1.5375
0.002089093987142863,0.22932953542734183,0.0,0.9571541711635817,7.129954821714812e-05,0.005243965303119174,356.70856451731015,127241.0,254.159398803192,64597.0,0.0,0.005213011521846056,1,2.075,0.005701195821009024,0.96142509953979,121.71277665060477,14814.0,0,18,1.5625
0.0021000143723937112,0.23087308730873088,0.0,0.9670246429198922,6.981295530956204e-05,0.0051178002173238885,353.6042986164054,125036.0,253.84641025628076,64438.0,0.0,0.005186136811971664,1,2.075,0.005806549850631401,0.9749422147509981,121.97130810153674,14877.0,0,19,1.5875000000000001
0.002086342886801185,0.23518041237113402,0.0,0.9720739455263068,7.040710237341364e-05,0.005268605061892917,361.8963940135353,130969.0,258.3331182794804,66736.0,0.0,0.0053586591966450214,1,2.075,0.005758858806951475,0.9884415496760259,125.27968710050325,15695.0,0,20,1.6125
0.0020319889890843107,0.23773976735375418,0.0,0.9749279080502256,7.445914221893968e-05,0.005783790365320488,381.24926229436824,145351.0,266.95879831914135,71267.0,0.0,0.005703877657651901,1,2.075,0.005542228994075704,0.9814244420224613,130.16527954873374,16943.0,0,21,1.6375000000000002
0.0019307270642782207,0.23832920729550852,0.0,0.979569829687091,8.026809160783908e-05,0.006571702273434854,406.8795890678224,165551.0,281.37519435799595,79172.0,0.0,0.006280809640884399,1,2.075,0.005289380292332632,0.981958799936748,137.3644786689776,18869.0,0,22,1.6625
0.001830932397256078,0.23599921850757932,0.0,0.9896492029252048,8.708842055489765e-05,0.0074537917355395646,430.8944186224742,185670.0,294.97966031575805,87013.0,0.0,0.0069866846315562725,1,2.075,0.005054701675207399,0.9888797952635203,143.30038380967443,20535.0,0,23,1.6875000000000002
0.0018248246279569742,0.2402052290942422,0.0,0.9741109151140075,8.746872934828787e-05,0.007652568514326069,440.4974460765919,194038.0,299.1003176193566,89461.0,0.0,0.007080879993736744,1,2.075,0.004985964650613068,0.9831830989506968,146.59126849850233,21489.0,0,24,1.7125000000000001
0.001907182844876756,0.24776751573621977,0.0,0.9629955934470366,8.455124503256253e-05,0.007340465013626298,438.01598144359986,191858.0,291.5390196869023,84995.0,0.0,0.006706419866532087,1,2.075,0.005197094271318996,0.9976282120784994,145.11719401917887,21059.0,0,25,1.7375
0.0019471424831661688,0.25380656229894916,0.0,0.9676308493564321,8.07673999293396e-05,0.007011177485616841,433.2505049044952,187706.0,289.71365173218885,83934.0,0.0,0.006490060593932867,1,2.075,0.0052945642477403515,1.005987108962605,145.9554726620417,21303.0,0,26,1.7625000000000002
0.0020248366626088874,0.2654690131562889,0.0,0.9717326163772546,7.66961020325371e-05,0.00666012973787738,432.1261389918458,186733.0,286.2481440987871,81938.0,0.0,0.006440300960093737,1,2.075,0.005255104404389292,0.9972407864451901,147.48559251669298,21752.0,0,27,1.7875
0.002004536982896822,0.2636270430010253,0.0,0.9739030796524839,7.813383049368618e-05,0.006831532357809786,435.9483914410053,190051.0,287.93228370573524,82905.0,0.0,0.006472310516983271,1,2.075,0.005347822164919045,1.0176748332103012,147.83774890061062,21856.0,0,28,1.8125000000000002
0.001987052265842629,0.26350181447309123,0.0,0.975043017100927,7.957870977998521e-05,0.007030165990876261,442.3821877065124,195702.0,290.3825063601456,84322.0,0.0,0.006539663765579462,1,2.075,0.005323385738686625,1.0141915793854477,149.06039044628858,22219.0,0,29,1.8375000000000001
0.0020083841838619584,0.2703829397465857,0.0,0.9756942496354118,7.976166415019595e-05,0.0071580022491000775,451.896005735833,204210.0,291.81672330419997,85157.0,0.0,0.006620184052735567,1,2.075,0.005340195458077325,1.0282897615401443,151.73990905493517,23025.0,0,30,1.8625
0.0020160204015685734,0.27613808057391326,0.0,0.9761012408676363,8.018160892867107e-05,0.00731047842122268,461.41087980237313,212900.0,294.45373150972296,86703.0,0.0,0.006702744401991367,1,2.075,0.005254603005948147,1.016027282775726,154.7320264198721,23942.0,0,31,1.8875000000000002
0.0019964396228577402,0.2751255425026699,0.0,0.9763836801663168,8.242235494041951e-05,0.007591754718013559,469.41772442037166,220353.0,296.6782769263702,88018.0,0.0,0.006781383883208036,1,2.075,0.005275157566440338,1.0278753087243842,155.61490931141526,24216.0,0,32,1.9125
0.002013296820996734,0.28241429866481627,0.0,0.9765970000758531,8.092652355109013e-05,0.0075560176747062335,474.5524207081869,225200.0,298.9163762660052,89351.0,0.0,0.006852639373391867,1,2.075,0.005231017819559778,1.0254785461156415,158.8521325006372,25234.0,0,33,1.9375000000000002
0.002022202995259584,0.28710230730924585,0.0,0.976773436203627,7.962323751001362e-05,0.007529127273646917,477.7719121086965,228266.0,300.6077177984624,90365.0,0.0,0.0069144112057983875,1,2.075,0.005201955827887669,1.0240985875042428,161.07141273360708,25944.0,0,34,1.9625000000000001
0.0020341233626224708,0.2923051645763733,0.0,0.9769289647654597,7.968379266479753e-05,0.00761939893578703,484.74426247249176,234977.0,302.15062468907786,91295.0,0.0,0.006965345703065395,1,2.075,0.005301571598667282,1.0514203805056033,163.3585014622747,26686.0,0,35,1.9875
0.002048488543070377,0.29897675825778774,0.0,0.9770735226797924,7.82399922817294e-05,0.007570962005619429,488.87012590257547,238994.0,304.218671353354,92549.0,0.0,0.00700456602498889,1,2.075,0.005296338790428365,1.0499667670172421,166.34301909007183,27670.0,0,36,2.0125
0.0020688241961778014,0.30386734363184614,0.0,0.9772114956556484,7.721286478113417e-05,0.007555144967677127,492.61140871888057,242666.0,304.253184042501,92570.0,0.0,0.007031486369669437,1,2.075,0.005294538001144051,1.0580822058880321,167.71702358436963,28129.0,0,37,2.0375000000000005
0.002073146131755843,0.3071529502440695,0.0,0.9773488183913879,7.725339729485924e-05,0.007634093841480149,497.5811491606168,247587.0,305.6403114773966,93416.0,0.0,0.007045743986964226,1,2.075,0.005267770480886441,1.050991246138002,169.39008235431024,28693.0,0,38,2.0625
0.002075423588301992,0.3069845836732941,0.0,0.9774859698471813,7.901822451715555e-05,0.007808908760080874,503.2375184741297,253248.0,305.2015727351352,93148.0,0.0,0.0070471023209393024,1,2.075,0.005243142840407504,1.04928470064818,169.1005617968196,28595.0,0,39,2.0875000000000004
0.016171515000625112,0.3771399798590131,0.0,1.0233127014883099,1.3558980681602263e-05,0.00024301581880453808,111.97321108193691,12538.0,44.56455991031439,1986.0,0.0,0.00024733738973736763,2,2.325,0.014296244401516684,0.39727540500736375,27.367864366808018,749.0,0,0,1.1125
0.009419476246420196,0.29747126436781607,0.0,1.0048658713789003,1.9619393372669318e-05,0.0004577350945410457,129.4758664771161,16764.0,65.95452979136459,4350.0,0.0,0.0004805341304745525,2,2.325,0.011866494475973358,0.510144397733504,35.9722114972099,1294.0,0,1,1.1375000000000002
0.00602925266611833,0.24824026278742375,0.0,1.0029313533357256,2.7722471051409846e-05,0.0008199726570284309,153.35905581347325,23519.0,92.32551110067033,8524.0,0.0,0.0008777196053415537,2,2.325,0.01064428393604971,0.6656106285130301,46.0,2116.0,0,2,1.1625
0.003950423859687682,0.20200527026158493,0.0,1.0217819274004485,4.194051651801321e-05,0.0015078007933469555,183.2320932587957,33574.0,124.73572062564917,15559.0,0.0,0.001534515991806984,2,2.325,0.008763689682108899,0.7495900679315999,56.06246516163912,3143.0,0,3,1.1875
0.002971504862625719,0.17447321928728401,0.0,1.0267649704888127,5.467547421748505e-05,0.0022186522444827706,205.74498778828124,42331.0,152.33843900998855,23207.0,0.0,0.002206843113526702,2,2.325,0.007794757412373921,0.8106709714806076,63.631753079732135,4049.0,0,4,1.2125000000000001
0.0030525726593058247,0.19315057415494097,0.0,0.9666610075767971,5.09916586389651e-05,0.002211722627248019,215.31140239197737,46359.0,157.2641090649739,24732.0,0.0,0.0022712619975209236,2,2.325,0.00785472681028095,0.8434126984126984,69.1158447825099,4777.0,0,5,1.2375
0.003519235928963881,0.22673434856175972,0.0,0.9382465449399305,4.301831280174768e-05,0.0019001580192079654,215.66640906733713,46512.0,149.85993460561767,22458.0,0.0,0.0019928982947021723,2,2.325,0.008655488432758374,0.8822520978074528,71.35825109964509,5092.0,0,6,1.2625000000000002
0.0038544509576818645,0.24433150899139952,0.0,0.9453711563331897,3.9870287560472094e-05,0.0017445329847151215,214.34784813475503,45945.0,143.05243793798132,20464.0,0.0,0.00179538712836802,2,2.325,0.009182792496813346,0.8865641542727501,70.71067811865476,5000.0,0,7,1.2875
0.003925789879974211,0.24923274923274924,0.0,0.9576718366013821,4.0001256278997866e-05,0.0017428686556656124,216.24754333864698,46763.0,142.13373983681706,20202.0,0.0,0.001727200229652226,2,2.325,0.009483440802088558,0.9085628338779109,70.95773389842716,5035.0,0,8,1.3125
0.003957323071112708,0.2551110241612051,0.0,0.9667630955053429,4.073253848840023e-05,0.0017910728819267958,221.6325788326256,49121.0,142.9895101047626,20446.0,0.0,0.0017491939943283796,2,2.325,0.00966260222792791,0.9321410057024365,72.22188034107116,5216.0,0,9,1.3375000000000001
0.003877175271085831,0.25765448135089997,0.0,0.972524245993132,4.189517319704987e-05,0.001884167966958782,228.0745492158211,52018.0,146.81961721786362,21556.0,0.0,0.0018321609823033214,2,2.325,0.009447178872658505,0.9307142147611006,74.52516353554684,5554.0,0,10,1.3625
0.003735348930546444,0.25758097863542384,0.0,0.9760356780441303,4.243784164223536e-05,0.0019925032884429406,234.32882878553377,54910.0,152.3679756379273,23216.0,0.0,0.0019637143705040216,2,2.325,0.008884668517215798,0.9115741789354473,77.33045971672482,5980.0,0,11,1.3875000000000002
0.0035717759145983056,0.2580936665095081,0.0,0.978089766882652,4.385385897047392e-05,0.002159216851209662,243.95696341773072,59515.0,159.53682960369997,25452.0,0.0,0.0021477858535945415,2,2.325,0.008699202369646214,0.9319519166106254,81.04936767180853,6569.0,0,12,1.4125
0.0033153708163669027,0.25550796642110674,0.0,0.9791404390372918,4.668718277770961e-05,0.002442877706614782,257.4315442986737,66271.0,170.83617883809038,29185.0,0.0,0.002413514070212841,2,2.325,0.008211254730808474,0.9343828104599545,86.35392289873113,7457.0,0,13,1.4375
0.0031173467819459607,0.2623672319699548,0.0,0.981700315358936,4.9582030319057155e-05,0.0028308878105895896,280.94305472817797,78929.0,184.6131089603336,34082.0,0.0,0.0028408982325345278,2,2.325,0.00769646105007691,0.9490505011688602,94.56214887575261,8942.0,0,14,1.4625000000000001
0.002705699459884048,0.2470535120235719,0.0,1.0024675150503863,5.897810049698953e-05,0.0036392295600135493,308.67620575612887,95281.0,205.1438519673451,42084.0,0.0,0.0035120758693665266,2,2.325,0.006973824294784101,0.9568853566048517,101.96568050084302,10397.0,0,15,1.4875
0.002539967562748824,0.24336943544260617,0.0,0.9960037281635876,6.313080861088805e-05,0.004057182467496645,323.2120047275472,104466.0,216.57331322210499,46904.0,0.0,0.003878435119986534,2,2.325,0.006712762504055751,0.9680707646460586,106.84100336481308,11415.0,0,16,1.5125000000000002
0.0028003182683960623,0.2694890778646251,0.0,0.9563007506810037,5.563807059856732e-05,0.0035952463097798405,320.1296612311955,102483.0,208.87077344616694,43627.0,0.0,0.0035669333301484585,2,2.325,0.00680731057161952,0.9459241730023664,108.42970072816765,11757.0,0,17,1.5375
0.002943003537491183,0.279407845322608,0.0,0.962951213168444,5.126667403441866e-05,0.0032861847581645023,311.4193314487718,96982.0,203.15757431117353,41273.0,0.0,0.0033640104811638594,2,2.325,0.007049476298674122,0.9535547552354275,107.38715006927039,11532.0,0,18,1.5625
