,charge,filename,run,stub
6217,10945490,clas_038709.A08,038709,08
6218,10880092,clas_038457.A13,038457,13
6219,11442274,clas_038561.A04,038561,04
6220,13269356,clas_037812.A14,037812,14
6221,13111792,clas_037753.A19,037753,19
6222,11697274,clas_038701.A02,038701,02
6223,11436236,clas_038173.A17,038173,17
6224,13105310,clas_037818.A11,037818,11
6225,10983106,clas_038685.A12,038685,12
6226,10816010,clas_038456.A04,038456,04
6227,14252762,clas_037666.A12,037666,12
6228,12801564,clas_038356.A02,038356,02
6229,11998314,clas_038607.A24,038607,24
6230,11207762,clas_038750.A17,038750,17
6231,13480546,clas_037815.A01,037815,01
6232,10960158,clas_038507.A31,038507,31
6233,11785220,clas_038560.A04,038560,04
6234,10988690,clas_038748.A01,038748,01
6235,13656980,clas_037703.A02,037703,02
6236,13458134,clas_037684.A05,037684,05
6237,12424398,clas_038075.A17,038075,17
6238,14821458,clas_038268.A02,038268,02
6239,10392290,clas_038654.A21,038654,21
6240,10717586,clas_038562.A11,038562,11
6241,12432482,clas_038675.A09,038675,09
6242,13138760,clas_037692.A04,037692,04
6243,10763118,clas_038552.A18,038552,18
6244,13242762,clas_037815.A05,037815,05
6245,11554086,clas_038713.A20,038713,20
6246,11062786,clas_038649.A26,038649,26
6247,10880422,clas_038717.A08,038717,08
6248,10951332,clas_038707.A06,038707,06
6249,10226972,clas_038467.A11,038467,11
6250,1373818,clas_038544.A32,038544,32
6251,13492630,clas_038350.A01,038350,01
6252,1564414,clas_038188.A21,038188,21
6253,13329362,clas_037707.A14,037707,14
6254,11176502,clas_038748.A07,038748,07
6255,11591144,clas_038604.A22,038604,22
6256,11499812,clas_037750.A12,037750,12
6257,13019418,clas_038672.A24,038672,24
6258,12168114,clas_038135.A15,038135,15
6259,13373538,clas_037698.A11,037698,11
6260,11208666,clas_038577.A18,038577,18
6261,9731824,clas_038174.A04,038174,04
6262,12700368,clas_038322.A07,038322,07
6263,11510238,clas_038098.A05,038098,05
6264,12085200,clas_038646.A00,038646,00
6265,12236384,clas_038120.A16,038120,16
6266,12667324,clas_038265.A17,038265,17
6267,13337596,clas_037820.A07,037820,07
6268,11598338,clas_038602.A20,038602,20
6269,12695488,clas_037781.A00,037781,00
6270,11292310,clas_038558.A06,038558,06
6271,10963196,clas_038490.A00,038490,00
6272,11412702,clas_038194.A14,038194,14
6273,11459970,clas_038578.A23,038578,23
6274,10478100,clas_038523.A09,038523,09
6275,11096138,clas_038542.A14,038542,14
6276,10976332,clas_038614.A24,038614,24
6277,12822102,clas_037819.A04,037819,04
6278,12823776,clas_037817.A03,037817,03
6279,12087540,clas_038095.A08,038095,08
6280,10329558,clas_038727.A19,038727,19
6281,11248900,clas_038470.A12,038470,12
6282,10542044,clas_038526.A31,038526,31
6283,11002178,clas_038693.A15,038693,15
6284,13526518,clas_038071.A18,038071,18
6285,12523530,clas_038219.A00,038219,00
6286,11155818,clas_038723.A05,038723,05
6287,10655004,clas_038464.A03,038464,03
6288,12992026,clas_037849.A11,037849,11
6289,11464936,clas_038646.A05,038646,05
6290,11013120,clas_038650.A10,038650,10
6291,13123366,clas_037703.A05,037703,05
6292,10841160,clas_038511.A14,038511,14
6293,11406858,clas_038141.A16,038141,16
6294,11610582,clas_038725.A01,038725,01
6295,12740168,clas_038199.A09,038199,09
6296,14067110,clas_037685.A08,037685,08
6297,12172978,clas_038219.A13,038219,13
6298,11467850,clas_038694.A15,038694,15
6299,11140622,clas_038552.A22,038552,22
6300,12400716,clas_038381.A15,038381,15
6301,11850462,clas_038189.A05,038189,05
6302,12635608,clas_038673.A03,038673,03
6303,11418378,clas_038174.A11,038174,11
6304,10866862,clas_038685.A20,038685,20
6305,13945160,clas_037693.A12,037693,12
6306,10930354,clas_038472.A05,038472,05
6307,11037438,clas_038707.A07,038707,07
6308,12475066,clas_038331.A07,038331,07
6309,11746208,clas_038580.A13,038580,13
6310,12071948,clas_038215.A22,038215,22
6311,10540094,clas_038653.A09,038653,09
6312,11315222,clas_038744.A06,038744,06
6313,12008374,clas_038212.A16,038212,16
6314,12757880,clas_038075.A21,038075,21
6315,11617892,clas_038737.A18,038737,18
6316,13664340,clas_037664.A18,037664,18
6317,10321004,clas_038653.A20,038653,20
6318,11129932,clas_038628.A11,038628,11
6319,10757744,clas_038516.A06,038516,06
6320,10486376,clas_038652.A20,038652,20
6321,10939332,clas_038471.A10,038471,10
6322,12947948,clas_038354.A06,038354,06
6323,14901930,clas_037664.A15,037664,15
6324,11524758,clas_038139.A12,038139,12
6325,1663402,clas_037717.A19,037717,19
6326,10317732,clas_038652.A12,038652,12
6327,13485840,clas_038070.A02,038070,02
6328,10995764,clas_038715.A14,038715,14
6329,12461542,clas_038443.A05,038443,05
6330,10956788,clas_038682.A02,038682,02
6331,10823234,clas_038484.A16,038484,16
6332,12653750,clas_038675.A12,038675,12
6333,13231904,clas_037726.A09,037726,09
6334,11865674,clas_038441.A02,038441,02
6335,12282338,clas_038075.A11,038075,11
6336,10430590,clas_038521.A08,038521,08
6337,13343654,clas_038302.A05,038302,05
6338,10255548,clas_038530.A10,038530,10
6339,11001332,clas_038649.A12,038649,12
6340,11278710,clas_038511.A09,038511,09
6341,10872978,clas_038715.A02,038715,02
6342,12994402,clas_038201.A10,038201,10
6343,11679842,clas_038397.A17,038397,17
6344,13264396,clas_037808.A04,037808,04
6345,13294306,clas_037772.A01,037772,01
6346,11915592,clas_038379.A12,038379,12
6347,11415978,clas_038602.A23,038602,23
6348,11143716,clas_038656.A13,038656,13
6349,10457990,clas_038522.A03,038522,03
6350,10918822,clas_038637.A15,038637,15
6351,13371028,clas_037822.A03,037822,03
6352,13482322,clas_037849.A01,037849,01
6353,10891836,clas_038488.A01,038488,01
6354,12204734,clas_038219.A09,038219,09
6355,13359490,clas_037782.A11,037782,11
6356,10891088,clas_038512.A02,038512,02
6357,11415722,clas_038459.A21,038459,21
6358,13135914,clas_037845.A02,037845,02
6359,403574,clas_038582.A20,038582,20
6360,5010488,clas_038338.A24,038338,24
6361,3715560,clas_037845.A19,037845,19
6362,11962158,clas_038275.A14,038275,14
6363,13945626,clas_037675.A00,037675,00
6364,9876908,clas_038536.A03,038536,03
6365,10859676,clas_038713.A07,038713,07
6366,11179808,clas_038749.A15,038749,15
6367,13294430,clas_037780.A04,037780,04
6368,11039200,clas_038476.A01,038476,01
6369,11276498,clas_038545.A02,038545,02
6370,10708590,clas_038548.A13,038548,13
6371,11692074,clas_038391.A17,038391,17
6372,8530268,clas_038665.A04,038665,04
6373,10974698,clas_038631.A17,038631,17
6374,845262,clas_038543.A35,038543,35
6375,13970392,clas_037662.A08,037662,08
6376,10923846,clas_038462.A10,038462,10
6377,10909548,clas_038610.A07,038610,07
6378,10825398,clas_038701.A04,038701,04
6379,10756338,clas_038524.A31,038524,31
6380,11461282,clas_038519.A22,038519,22
6381,12826810,clas_038272.A02,038272,02
6382,12452844,clas_038222.A12,038222,12
6383,11339136,clas_038534.A15,038534,15
6384,14228734,clas_037661.A04,037661,04
6385,5810932,clas_037723.A19,037723,19
6386,11381460,clas_038479.A16,038479,16
6387,12154180,clas_038189.A07,038189,07
6388,13380664,clas_037686.A16,037686,16
6389,11000054,clas_038469.A02,038469,02
6390,13079346,clas_037832.A14,037832,14
6391,8968474,clas_038208.A19,038208,19
6392,12727424,clas_038076.A13,038076,13
6393,11406966,clas_038194.A03,038194,03
6394,13394706,clas_037698.A03,037698,03
6395,13624858,clas_037703.A10,037703,10
6396,10469068,clas_038529.A33,038529,33
6397,10198548,clas_038467.A15,038467,15
6398,11123702,clas_038609.A12,038609,12
6399,10945568,clas_038635.A17,038635,17
6400,10412164,clas_038539.A29,038539,29
6401,12711912,clas_037820.A12,037820,12
6402,10847424,clas_038723.A15,038723,15
6403,12810314,clas_037769.A09,037769,09
6404,10796370,clas_038554.A00,038554,00
6405,11868208,clas_038509.A05,038509,05
6406,10859958,clas_038475.A21,038475,21
6407,12379120,clas_038478.A08,038478,08
6408,11663870,clas_038512.A11,038512,11
6409,11370444,clas_038572.A07,038572,07
6410,10491270,clas_038655.A04,038655,04
6411,11183396,clas_038493.A20,038493,20
6412,12144534,clas_038077.A14,038077,14
6413,11894118,clas_038396.A04,038396,04
6414,11861132,clas_038440.A08,038440,08
6415,12438152,clas_038388.A10,038388,10
6416,10580146,clas_038580.A08,038580,08
6417,11013246,clas_038616.A00,038616,00
6418,11917878,clas_038431.A15,038431,15
6419,13457830,clas_037746.A08,037746,08
6420,13648162,clas_037763.A13,037763,13
6421,5292318,clas_038703.A16,038703,16
6422,11995008,clas_038328.A07,038328,07
6423,12756604,clas_038223.A05,038223,05
6424,10337902,clas_038653.A11,038653,11
6425,10461310,clas_038746.A23,038746,23
6426,10842138,clas_038648.A06,038648,06
6427,11562746,clas_038719.A16,038719,16
6428,12616296,clas_038356.A06,038356,06
6429,10929096,clas_038469.A01,038469,01
6430,5393894,clas_038507.A32,038507,32
6431,8222508,clas_038660.A04,038660,04
6432,12928726,clas_037846.A01,037846,01
6433,13308308,clas_037789.A05,037789,05
6434,10589764,clas_038526.A16,038526,16
6435,12233488,clas_038423.A08,038423,08
6436,12105526,clas_038317.A17,038317,17
6437,11053920,clas_038693.A13,038693,13
6438,10991318,clas_038708.A05,038708,05
6439,12179576,clas_038078.A04,038078,04
6440,10995156,clas_038537.A22,038537,22
6441,12390034,clas_038400.A11,038400,11
6442,11435802,clas_038617.A11,038617,11
6443,13685990,clas_037712.A12,037712,12
6444,10700530,clas_038175.A07,038175,07
6445,12969688,clas_037817.A14,037817,14
6446,12895970,clas_037809.A10,037809,10
6447,12349804,clas_038223.A16,038223,16
6448,11220106,clas_038515.A03,038515,03
6449,10943336,clas_038539.A20,038539,20
6450,11297708,clas_038559.A00,038559,00
6451,10813084,clas_038689.A08,038689,08
6452,12328412,clas_038182.A06,038182,06
6453,10721194,clas_038572.A19,038572,19
6454,12746632,clas_037711.A11,037711,11
6455,10480672,clas_038531.A03,038531,03
6456,10729900,clas_038534.A27,038534,27
6457,12976606,clas_038276.A04,038276,04
6458,5188136,clas_038714.A32,038714,32
6459,12298810,clas_038607.A11,038607,11
6460,7617828,clas_038707.A21,038707,21
6461,12051542,clas_038133.A08,038133,08
6462,10881116,clas_038476.A19,038476,19
6463,12644632,clas_038339.A15,038339,15
6464,2089292,clas_038520.A33,038520,33
6465,11469018,clas_038183.A02,038183,02
6466,11041930,clas_038457.A22,038457,22
6467,10962628,clas_038723.A26,038723,26
6468,12556688,clas_038346.A16,038346,16
6469,13002180,clas_037813.A08,037813,08
6470,10476162,clas_038520.A32,038520,32
6471,10860496,clas_038715.A08,038715,08
6472,11837060,clas_038437.A16,038437,16
6473,0,clas_038524.A34,038524,34
6474,11688424,clas_038617.A03,038617,03
6475,12643970,clas_038305.A12,038305,12
6476,13366534,clas_037706.A00,037706,00
6477,10975300,clas_038708.A09,038708,09
6478,12545166,clas_038396.A19,038396,19
6479,13477118,clas_037748.A16,037748,16
6480,10755412,clas_038540.A00,038540,00
6481,10942292,clas_038499.A07,038499,07
6482,13924202,clas_037693.A03,037693,03
6483,11853902,clas_038437.A06,038437,06
6484,11931392,clas_038189.A01,038189,01
6485,11697366,clas_038383.A18,038383,18
6486,12305588,clas_038122.A02,038122,02
6487,10591076,clas_038745.A08,038745,08
6488,11622452,clas_038600.A21,038600,21
6489,11054576,clas_038699.A05,038699,05
6490,13380044,clas_037711.A18,037711,18
6491,12364908,clas_038436.A15,038436,15
6492,10614932,clas_038522.A22,038522,22
6493,11059570,clas_038614.A00,038614,00
6494,11532608,clas_038210.A11,038210,11
6495,10768728,clas_038461.A22,038461,22
6496,12957210,clas_037770.A08,037770,08
6497,12724596,clas_038675.A02,038675,02
6498,12907862,clas_037847.A08,037847,08
6499,13934762,clas_038337.A17,038337,17
6500,12449776,clas_038133.A11,038133,11
6501,12461078,clas_038419.A03,038419,03
6502,12609470,clas_038314.A15,038314,15
6503,11260398,clas_038543.A09,038543,09
6504,11610962,clas_038720.A01,038720,01
6505,11051166,clas_038513.A15,038513,15
6506,11156778,clas_038652.A03,038652,03
6507,10271446,clas_038596.A10,038596,10
6508,10941666,clas_038638.A01,038638,01
6509,10906660,clas_038701.A01,038701,01
6510,12651950,clas_038121.A12,038121,12
6511,889858,clas_038685.A22,038685,22
6512,10803766,clas_038617.A13,038617,13
6513,11930910,clas_038698.A18,038698,18
6514,10942804,clas_038457.A00,038457,00
6515,12184304,clas_038212.A13,038212,13
6516,11757584,clas_038178.A02,038178,02
6517,12630754,clas_038446.A00,038446,00
6518,12380636,clas_038186.A09,038186,09
6519,12389700,clas_038207.A06,038207,06
6520,12730394,clas_037809.A08,037809,08
6521,13268300,clas_037833.A13,037833,13
6522,12892292,clas_037803.A12,037803,12
6523,13307804,clas_037773.A17,037773,17
6524,12645358,clas_038321.A09,038321,09
6525,2023972,clas_037715.A22,037715,22
6526,12111500,clas_038389.A17,038389,17
6527,13122598,clas_037785.A05,037785,05
6528,13263836,clas_038289.A18,038289,18
6529,11240226,clas_038670.A12,038670,12
6530,10963868,clas_038686.A05,038686,05
6531,12658716,clas_037845.A10,037845,10
6532,13436128,clas_037705.A08,037705,08
6533,13389186,clas_037705.A00,037705,00
6534,12067192,clas_038189.A09,038189,09
6535,11128344,clas_038746.A18,038746,18
6536,13540046,clas_037726.A05,037726,05
6537,6820702,clas_038183.A19,038183,19
6538,9636844,clas_038659.A21,038659,21
6539,10840682,clas_038630.A17,038630,17
6540,11872556,clas_038197.A04,038197,04
6541,12186640,clas_038274.A07,038274,07
6542,10937218,clas_038510.A05,038510,05
6543,12089494,clas_038132.A18,038132,18
6544,13508180,clas_037776.A16,037776,16
6545,10841692,clas_038548.A28,038548,28
6546,11264378,clas_038743.A13,038743,13
6547,10968584,clas_038629.A12,038629,12
6548,13784904,clas_037726.A00,037726,00
6549,12930278,clas_037846.A08,037846,08
6550,11703270,clas_038225.A17,038225,17
6551,11214196,clas_038544.A25,038544,25
6552,11033600,clas_038693.A19,038693,19
6553,12122860,clas_038091.A07,038091,07
6554,5792210,clas_038534.A33,038534,33
6555,11697838,clas_038709.A02,038709,02
6556,11657654,clas_038310.A03,038310,03
6557,10315890,clas_038537.A05,038537,05
6558,11069826,clas_038475.A15,038475,15
6559,11031098,clas_038689.A13,038689,13
6560,13259036,clas_037785.A16,037785,16
6561,13866364,clas_037665.A05,037665,05
6562,10924586,clas_038625.A05,038625,05
6563,10988336,clas_038633.A00,038633,00
6564,13115004,clas_037711.A00,037711,00
6565,10332304,clas_038459.A16,038459,16
6566,12644344,clas_038340.A07,038340,07
6567,11039256,clas_038521.A13,038521,13
6568,10930824,clas_038635.A11,038635,11
6569,13354974,clas_037773.A14,037773,14
6570,10531200,clas_038552.A14,038552,14
6571,5659808,clas_038174.A03,038174,03
6572,11934920,clas_038676.A18,038676,18
6573,13230482,clas_037750.A03,037750,03
6574,11879960,clas_038417.A04,038417,04
6575,10973152,clas_038634.A01,038634,01
6576,11066012,clas_038471.A00,038471,00
6577,12185576,clas_038601.A19,038601,19
6578,10986060,clas_038698.A07,038698,07
6579,10927776,clas_038470.A03,038470,03
6580,11946662,clas_038145.A01,038145,01
6581,12632290,clas_037833.A07,037833,07
6582,11963608,clas_038645.A18,038645,18
6583,11479220,clas_038637.A02,038637,02
6584,12643786,clas_038081.A13,038081,13
6585,10717788,clas_038579.A02,038579,02
6586,10583532,clas_038751.A00,038751,00
6587,12636538,clas_038278.A05,038278,05
6588,11323252,clas_038689.A03,038689,03
6589,10266948,clas_038510.A28,038510,28
6590,12036388,clas_038140.A17,038140,17
6591,3844470,clas_037678.A18,037678,18
6592,12960516,clas_038074.A01,038074,01
6593,13436790,clas_037806.A19,037806,19
6594,10836886,clas_038534.A00,038534,00
6595,12632876,clas_038274.A09,038274,09
6596,10222430,clas_038117.A21,038117,21
6597,13311738,clas_037829.A07,037829,07
6598,12605442,clas_038355.A19,038355,19
6599,13360152,clas_037811.A12,037811,12
6600,13278742,clas_037829.A12,037829,12
6601,13345468,clas_037746.A04,037746,04
6602,8411480,clas_037745.A19,037745,19
6603,11870462,clas_038388.A20,038388,20
6604,13123590,clas_037760.A05,037760,05
6605,10463760,clas_038359.A20,038359,20
6606,10510458,clas_038529.A14,038529,14
6607,960396,clas_038321.A15,038321,15
6608,10978426,clas_038632.A05,038632,05
6609,12158206,clas_038137.A08,038137,08
6610,10069000,clas_038727.A05,038727,05
6611,12520910,clas_038218.A00,038218,00
6612,12325194,clas_038186.A07,038186,07
6613,10946936,clas_038457.A06,038457,06
6614,13185812,clas_038312.A09,038312,09
6615,11592528,clas_038612.A01,038612,01
6616,10730486,clas_038572.A03,038572,03
6617,11463638,clas_038175.A06,038175,06
6618,13023604,clas_038365.A15,038365,15
6619,13737890,clas_037740.A03,037740,03
6620,10681666,clas_038558.A01,038558,01
6621,13001818,clas_037823.A07,037823,07
6622,11806836,clas_038388.A07,038388,07
6623,13332544,clas_037683.A12,037683,12
6624,14045308,clas_037674.A03,037674,03
6625,12798642,clas_038051.A07,038051,07
6626,11794052,clas_038092.A06,038092,06
6627,10955032,clas_038474.A19,038474,19
6628,12643014,clas_038306.A10,038306,10
6629,12089238,clas_038401.A01,038401,01
6630,13316598,clas_037714.A14,037714,14
6631,10882796,clas_038640.A11,038640,11
6632,13005994,clas_037810.A18,037810,18
6633,11052492,clas_038610.A14,038610,14
6634,10947774,clas_038740.A05,038740,05
6635,11531440,clas_038612.A10,038612,10
6636,10905926,clas_038473.A01,038473,01
6637,11109040,clas_038653.A17,038653,17
6638,10480038,clas_038524.A29,038524,29
6639,10423348,clas_038526.A28,038526,28
6640,11671022,clas_038381.A14,038381,14
6641,13481370,clas_037693.A17,037693,17
6642,8547870,clas_038668.A09,038668,09
6643,11789508,clas_038396.A12,038396,12
6644,13841696,clas_037690.A07,037690,07
6645,283014,clas_038586.A00,038586,00
6646,13267758,clas_037680.A02,037680,02
6647,12452834,clas_038199.A05,038199,05
6648,11431666,clas_038175.A03,038175,03
6649,13126998,clas_038278.A14,038278,14
6650,12114494,clas_038089.A14,038089,14
6651,10349088,clas_038655.A14,038655,14
6652,10989578,clas_038512.A27,038512,27
6653,19336796,clas_038733.A07,038733,07
6654,10537668,clas_038648.A15,038648,15
6655,11065246,clas_038516.A16,038516,16
6656,10579326,clas_038548.A09,038548,09
6657,10906792,clas_038453.A08,038453,08
6658,13703346,clas_037833.A08,037833,08
6659,12748476,clas_038076.A12,038076,12
6660,10969070,clas_038624.A10,038624,10
6661,11496068,clas_038576.A19,038576,19
6662,11965872,clas_038389.A04,038389,04
6663,11255452,clas_038475.A11,038475,11
6664,11859748,clas_038440.A25,038440,25
6665,11160934,clas_038626.A23,038626,23
6666,12478438,clas_038441.A18,038441,18
6667,11473536,clas_038212.A17,038212,17
6668,11278718,clas_038460.A21,038460,21
6669,11234410,clas_038717.A14,038717,14
6670,11316394,clas_038544.A27,038544,27
6671,12360276,clas_038216.A11,038216,11
6672,12639276,clas_038677.A00,038677,00
6673,11844044,clas_038395.A18,038395,18
6674,11907052,clas_038083.A09,038083,09
6675,10704686,clas_038541.A02,038541,02
6676,11000166,clas_038550.A30,038550,30
6677,8664686,clas_038092.A20,038092,20
6678,11179852,clas_038463.A15,038463,15
6679,12195296,clas_038089.A03,038089,03
6680,12094950,clas_038431.A17,038431,17
6681,11833646,clas_038189.A02,038189,02
6682,12121638,clas_038138.A09,038138,09
6683,10343532,clas_038537.A02,038537,02
6684,12895964,clas_037819.A02,037819,02
6685,13512134,clas_038071.A03,038071,03
6686,11280624,clas_038177.A19,038177,19
6687,11854980,clas_038433.A01,038433,01
6688,17219474,clas_038427.A01,038427,01
6689,11808490,clas_038397.A19,038397,19
6690,12131150,clas_038186.A04,038186,04
6691,10693770,clas_038584.A28,038584,28
6692,11451188,clas_038199.A04,038199,04
6693,13772328,clas_037711.A08,037711,08
6694,11477668,clas_038600.A10,038600,10
6695,12026644,clas_038225.A18,038225,18
6696,10793716,clas_038707.A09,038707,09
6697,10639354,clas_038544.A17,038544,17
6698,11471908,clas_038477.A17,038477,17
6699,10440292,clas_038526.A18,038526,18
6700,12007802,clas_038344.A03,038344,03
6701,13327448,clas_038223.A19,038223,19
6702,11453164,clas_038479.A20,038479,20
6703,11956646,clas_038347.A00,038347,00
6704,12070506,clas_038438.A08,038438,08
6705,7115932,clas_037705.A22,037705,22
6706,10872310,clas_038685.A04,038685,04
6707,11827974,clas_038602.A03,038602,03
6708,11532476,clas_038143.A17,038143,17
6709,392688,clas_038749.A22,038749,22
6710,177055950,clas_038587.A09,038587,09
6711,11029710,clas_038461.A18,038461,18
6712,10155354,clas_038537.A26,038537,26
6713,12091886,clas_038144.A19,038144,19
6714,10828904,clas_038709.A00,038709,00
6715,11789386,clas_038388.A06,038388,06
6716,13922742,clas_037675.A08,037675,08
6717,12085320,clas_038438.A15,038438,15
6718,12715630,clas_038360.A09,038360,09
6719,12470992,clas_038339.A19,038339,19
6720,12103492,clas_038196.A04,038196,04
6721,10858256,clas_038641.A08,038641,08
6722,12795030,clas_038050.A20,038050,20
6723,8533774,clas_038663.A22,038663,22
6724,5430442,clas_037848.A20,037848,20
6725,10964566,clas_038637.A07,038637,07
6726,12122308,clas_038674.A28,038674,28
6727,10975252,clas_038515.A17,038515,17
6728,10979488,clas_038542.A00,038542,00
6729,11374216,clas_038177.A03,038177,03
6730,13028944,clas_037693.A11,037693,11
6731,10895640,clas_038538.A32,038538,32
6732,13472732,clas_037690.A08,037690,08
6733,10103904,clas_038691.A16,038691,16
6734,10762302,clas_038507.A18,038507,18
6735,8206442,clas_038663.A26,038663,26
6736,10999126,clas_038691.A14,038691,14
6737,11436904,clas_038201.A15,038201,15
6738,646584,clas_037815.A21,037815,21
6739,10912104,clas_038633.A09,038633,09
6740,11888534,clas_038394.A04,038394,04
6741,8930194,clas_038666.A11,038666,11
6742,12424970,clas_038274.A10,038274,10
6743,4053312,clas_037689.A06,037689,06
6744,11942656,clas_038093.A07,038093,07
6745,13226166,clas_037805.A10,037805,10
6746,10723512,clas_038583.A00,038583,00
6747,10986978,clas_038728.A04,038728,04
6748,12878104,clas_038673.A18,038673,18
6749,13195662,clas_038288.A03,038288,03
6750,11568750,clas_038515.A25,038515,25
6751,3260352,clas_038662.A30,038662,30
6752,12322554,clas_038220.A01,038220,01
6753,10943388,clas_038447.A14,038447,14
6754,13763442,clas_037686.A01,037686,01
6755,12122312,clas_038378.A19,038378,19
6756,11833154,clas_038114.A01,038114,01
6757,11734470,clas_038385.A06,038385,06
6758,13234676,clas_037723.A13,037723,13
6759,10313798,clas_038521.A31,038521,31
6760,11427012,clas_038516.A10,038516,10
6761,5744042,clas_037690.A16,037690,16
6762,12833168,clas_037708.A18,037708,18
6763,10976880,clas_038520.A20,038520,20
6764,5165784,clas_038209.A22,038209,22
6765,13341964,clas_037683.A04,037683,04
6766,10457462,clas_038526.A19,038526,19
6767,12588222,clas_038300.A11,038300,11
6768,11650274,clas_038684.A05,038684,05
6769,12272282,clas_038607.A10,038607,10
6770,11854390,clas_038443.A04,038443,04
6771,11232436,clas_038685.A07,038685,07
6772,11960266,clas_038132.A04,038132,04
6773,10951712,clas_038509.A08,038509,08
6774,12387014,clas_038398.A12,038398,12
6775,11030480,clas_038708.A15,038708,15
6776,13239190,clas_037810.A03,037810,03
6777,12393182,clas_038446.A09,038446,09
6778,13759464,clas_038268.A10,038268,10
6779,12184392,clas_038700.A10,038700,10
6780,177508664,clas_038590.A05,038590,05
6781,11002288,clas_038511.A00,038511,00
6782,12821096,clas_038050.A06,038050,06
6783,13201500,clas_037713.A11,037713,11
6784,8564792,clas_038666.A20,038666,20
6785,11495388,clas_038200.A16,038200,16
6786,12828764,clas_037810.A06,037810,06
6787,11059572,clas_038638.A16,038638,16
6788,12776720,clas_037812.A13,037812,13
6789,13031936,clas_038219.A12,038219,12
6790,12665300,clas_038304.A05,038304,05
6791,12315134,clas_038122.A16,038122,16
6792,10884266,clas_038738.A05,038738,05
6793,10964670,clas_038518.A12,038518,12
6794,12621758,clas_038364.A05,038364,05
6795,12567420,clas_038278.A17,038278,17
6796,10764510,clas_038581.A01,038581,01
6797,11254948,clas_038460.A01,038460,01
6798,13340644,clas_037766.A02,037766,02
6799,241506972,clas_038263.A00,038263,00
6800,12401568,clas_038697.A11,038697,11
6801,11317662,clas_038620.A22,038620,22
6802,10412136,clas_038555.A00,038555,00
6803,12323674,clas_038393.A12,038393,12
6804,12178356,clas_038082.A06,038082,06
6805,10970538,clas_038449.A11,038449,11
6806,10862426,clas_038476.A05,038476,05
6807,13233814,clas_038329.A08,038329,08
6808,13053166,clas_037712.A01,037712,01
6809,12714152,clas_038673.A23,038673,23
6810,12076102,clas_038189.A10,038189,10
6811,14836926,clas_037678.A02,037678,02
6812,13022562,clas_037724.A15,037724,15
6813,10976166,clas_038627.A08,038627,08
6814,12034498,clas_038607.A02,038607,02
6815,13306356,clas_037672.A11,037672,11
6816,13647956,clas_037680.A01,037680,01
6817,286516,clas_038553.A19,038553,19
6818,10737266,clas_038561.A09,038561,09
6819,11461126,clas_038459.A01,038459,01
6820,13388276,clas_037767.A17,037767,17
6821,10988398,clas_038635.A06,038635,06
6822,12816216,clas_037812.A15,037812,15
6823,10244232,clas_038492.A08,038492,08
6824,10746466,clas_038584.A24,038584,24
6825,13390670,clas_037702.A08,037702,08
6826,12067904,clas_038090.A09,038090,09
6827,10853416,clas_038648.A12,038648,12
6828,11148744,clas_038717.A13,038717,13
6829,8535836,clas_038668.A14,038668,14
6830,12695820,clas_038359.A19,038359,19
6831,13069848,clas_038306.A07,038306,07
6832,0,clas_038579.A07,038579,07
6833,10775604,clas_038578.A17,038578,17
6834,11076880,clas_038689.A05,038689,05
6835,12598444,clas_038318.A19,038318,19
6836,12593342,clas_038284.A12,038284,12
6837,11325290,clas_038714.A10,038714,10
6838,177393364,clas_038590.A02,038590,02
6839,10956960,clas_038213.A10,038213,10
6840,13919018,clas_037788.A07,037788,07
6841,10951818,clas_038458.A11,038458,11
6842,11093390,clas_038574.A10,038574,10
6843,11013728,clas_038628.A12,038628,12
6844,12312636,clas_038394.A11,038394,11
6845,10858644,clas_038469.A06,038469,06
6846,10944834,clas_038548.A05,038548,05
6847,10939076,clas_038616.A01,038616,01
6848,12128722,clas_038085.A01,038085,01
6849,13987840,clas_037661.A07,037661,07
6850,5223700,clas_038477.A23,038477,23
6851,13475768,clas_037698.A01,037698,01
6852,12854196,clas_038210.A09,038210,09
6853,11542098,clas_038694.A22,038694,22
6854,14623504,clas_038581.A16,038581,16
6855,12304338,clas_038137.A04,038137,04
6856,12294304,clas_038275.A03,038275,03
6857,14371538,clas_037666.A14,037666,14
6858,11031170,clas_038724.A20,038724,20
6859,13173886,clas_038078.A17,038078,17
6860,11156114,clas_038614.A18,038614,18
6861,12597962,clas_038607.A17,038607,17
6862,12558334,clas_038076.A19,038076,19
6863,11505076,clas_038099.A11,038099,11
6864,13331754,clas_037707.A04,037707,04
6865,12105646,clas_038084.A10,038084,10
6866,13068400,clas_037707.A16,037707,16
6867,11532966,clas_038452.A12,038452,12
6868,4012630,clas_038423.A21,038423,21
6869,10733698,clas_038745.A19,038745,19
6870,177163966,clas_038590.A01,038590,01
6871,12281822,clas_038396.A08,038396,08
6872,11031674,clas_038611.A13,038611,13
6873,13089932,clas_038226.A06,038226,06
6874,12185034,clas_038117.A06,038117,06
6875,10923280,clas_038631.A18,038631,18
6876,13225500,clas_037823.A00,037823,00
6877,10775804,clas_038551.A10,038551,10
6878,12580074,clas_037844.A00,037844,00
6879,10880452,clas_038510.A24,038510,24
6880,10955050,clas_038648.A02,038648,02
6881,11167020,clas_038631.A14,038631,14
6882,10920610,clas_038632.A15,038632,15
