,charge,filename,run,stub
2005,11271376,clas_038705.A02,038705,02
2006,11881794,clas_038431.A14,038431,14
2007,11146478,clas_038631.A13,038631,13
2008,12078578,clas_037816.A03,037816,03
2009,11472148,clas_038632.A01,038632,01
2010,10878276,clas_038475.A09,038475,09
2011,11692638,clas_038694.A00,038694,00
2012,10892248,clas_038649.A11,038649,11
2013,10385700,clas_038523.A07,038523,07
2014,12665420,clas_038331.A01,038331,01
2015,14280688,clas_037709.A06,037709,06
2016,11259380,clas_038713.A19,038713,19
2017,12118968,clas_038206.A02,038206,02
2018,12005520,clas_038206.A12,038206,12
2019,13426306,clas_037714.A07,037714,07
2020,12463442,clas_038715.A18,038715,18
2021,10632994,clas_038528.A24,038528,24
2022,13491478,clas_037710.A17,037710,17
2023,12160662,clas_038050.A03,038050,03
2024,4488340,clas_038571.A21,038571,21
2025,8904208,clas_038278.A19,038278,19
2026,12864904,clas_037846.A02,037846,02
2027,10884068,clas_038472.A10,038472,10
2028,10877530,clas_038632.A02,038632,02
2029,12010034,clas_038140.A05,038140,05
2030,11744648,clas_038393.A11,038393,11
2031,13060468,clas_038353.A15,038353,15
2032,11022000,clas_038610.A08,038610,08
2033,12904772,clas_038076.A25,038076,25
2034,12947684,clas_038274.A16,038274,16
2035,13499820,clas_038070.A11,038070,11
2036,11640568,clas_038143.A00,038143,00
2037,10935708,clas_038538.A17,038538,17
2038,10215244,clas_038542.A08,038542,08
2039,11340272,clas_038561.A12,038561,12
2040,3786152,clas_038476.A22,038476,22
2041,9233000,clas_037780.A19,037780,19
2042,13810004,clas_037701.A16,037701,16
2043,10978990,clas_038715.A04,038715,04
2044,11390074,clas_038576.A08,038576,08
2045,10828012,clas_038714.A26,038714,26
2046,8468546,clas_038667.A05,038667,05
2047,14896022,clas_037666.A04,037666,04
2048,13591450,clas_037701.A13,037701,13
2049,10778046,clas_038513.A07,038513,07
2050,134356,clas_038462.A19,038462,19
2051,13498278,clas_037817.A08,037817,08
2052,13177536,clas_037808.A10,037808,10
2053,12117660,clas_038392.A02,038392,02
2054,13642200,clas_037685.A07,037685,07
2055,10914546,clas_038686.A13,038686,13
2056,10825908,clas_038460.A22,038460,22
2057,9789896,clas_038528.A11,038528,11
2058,11571780,clas_038099.A14,038099,14
2059,12075534,clas_038212.A19,038212,19
2060,11216398,clas_038508.A06,038508,06
2061,10988034,clas_038462.A01,038462,01
2062,12050274,clas_038131.A14,038131,14
2063,15225034,clas_038352.A05,038352,05
2064,11026632,clas_038635.A14,038635,14
2065,13382218,clas_037686.A19,037686,19
2066,10439494,clas_038523.A33,038523,33
2067,11661616,clas_038195.A13,038195,13
2068,11854980,clas_038381.A17,038381,17
2069,12060378,clas_038434.A08,038434,08
2070,12025634,clas_038205.A03,038205,03
2071,10959178,clas_038705.A13,038705,13
2072,12189142,clas_038606.A15,038606,15
2073,13746476,clas_037760.A04,037760,04
2074,11493028,clas_038686.A09,038686,09
2075,7341284,clas_038078.A20,038078,20
2076,9055954,clas_038568.A03,038568,03
2077,12385788,clas_038285.A01,038285,01
2078,11088946,clas_038526.A02,038526,02
2079,9589216,clas_037667.A05,037667,05
2080,11258596,clas_038462.A18,038462,18
2081,11043642,clas_038649.A13,038649,13
2082,12946246,clas_037812.A01,037812,01
2083,12221890,clas_038697.A14,038697,14
2084,10919048,clas_038622.A13,038622,13
2085,12452974,clas_038218.A24,038218,24
2086,13811190,clas_037666.A02,037666,02
2087,11913774,clas_038430.A09,038430,09
2088,12691854,clas_037722.A01,037722,01
2089,11112668,clas_038737.A08,038737,08
2090,12651360,clas_038306.A06,038306,06
2091,12497256,clas_038321.A00,038321,00
2092,12128326,clas_038077.A12,038077,12
2093,12193154,clas_038049.A14,038049,14
2094,12655898,clas_038273.A08,038273,08
2095,12650850,clas_038314.A19,038314,19
2096,12704920,clas_038673.A12,038673,12
2097,13499186,clas_037700.A03,037700,03
2098,10504370,clas_038523.A23,038523,23
2099,10857736,clas_038517.A14,038517,14
2100,10569736,clas_038463.A17,038463,17
2101,13605154,clas_037712.A08,037712,08
2102,8563726,clas_038667.A17,038667,17
2103,11097530,clas_038706.A01,038706,01
2104,13606656,clas_037824.A01,037824,01
2105,11736132,clas_038217.A14,038217,14
2106,11037756,clas_038521.A22,038521,22
2107,363004,clas_038358.A01,038358,01
2108,11931774,clas_038677.A07,038677,07
2109,10808354,clas_038537.A27,038537,27
2110,11141836,clas_038744.A13,038744,13
2111,11239536,clas_038585.A13,038585,13
2112,13425694,clas_037847.A02,037847,02
2113,10545584,clas_038524.A27,038524,27
2114,12878362,clas_038322.A14,038322,14
2115,10971974,clas_038624.A22,038624,22
2116,10718170,clas_038534.A09,038534,09
2117,8983430,clas_038277.A20,038277,20
2118,11567248,clas_038672.A09,038672,09
2119,11171708,clas_038513.A06,038513,06
2120,12031764,clas_038192.A17,038192,17
2121,13393886,clas_037687.A16,037687,16
2122,12580296,clas_038273.A06,038273,06
2123,11603772,clas_038717.A01,038717,01
2124,6631626,clas_037843.A07,037843,07
2125,10716290,clas_038637.A06,038637,06
2126,11552844,clas_038716.A06,038716,06
2127,10405976,clas_038526.A21,038526,21
2128,11452920,clas_038583.A31,038583,31
2129,4789102,clas_038214.A20,038214,20
2130,10166190,clas_038656.A21,038656,21
2131,10363368,clas_038524.A09,038524,09
2132,11543138,clas_038708.A07,038708,07
2133,10323394,clas_038520.A00,038520,00
2134,18051398,clas_038072.A00,038072,00
2135,10470998,clas_038529.A20,038529,20
2136,10781832,clas_038534.A19,038534,19
2137,12101078,clas_038098.A08,038098,08
2138,11134612,clas_038584.A09,038584,09
2139,11605414,clas_038601.A01,038601,01
2140,12183634,clas_038673.A29,038673,29
2141,13554102,clas_037745.A00,037745,00
2142,12611052,clas_038422.A07,038422,07
2143,10663270,clas_038739.A13,038739,13
2144,10982342,clas_038749.A18,038749,18
2145,10974674,clas_038714.A15,038714,15
2146,11840966,clas_038712.A15,038712,15
2147,11365622,clas_038745.A20,038745,20
2148,12647230,clas_038673.A19,038673,19
2149,8647788,clas_038665.A03,038665,03
2150,10891094,clas_038625.A06,038625,06
2151,13739922,clas_037723.A00,037723,00
2152,12479356,clas_038273.A01,038273,01
2153,11603024,clas_038093.A03,038093,03
2154,10967598,clas_038509.A26,038509,26
2155,10631052,clas_038585.A21,038585,21
2156,10711870,clas_038580.A21,038580,21
2157,10920428,clas_038686.A04,038686,04
2158,6391584,clas_037822.A20,037822,20
2159,11311114,clas_038544.A28,038544,28
2160,13269364,clas_038046.A00,038046,00
2161,10190992,clas_038596.A01,038596,01
2162,11894472,clas_038211.A18,038211,18
2163,10417364,clas_038524.A25,038524,25
2164,10316288,clas_038501.A04,038501,04
2165,13261334,clas_037824.A13,037824,13
2166,13387082,clas_037817.A16,037817,16
2167,13262510,clas_037821.A02,037821,02
2168,8962510,clas_038662.A13,038662,13
2169,12178566,clas_038672.A22,038672,22
2170,11519484,clas_038645.A20,038645,20
2171,10230092,clas_038515.A09,038515,09
2172,12209084,clas_038328.A16,038328,16
2173,11283040,clas_038580.A04,038580,04
2174,12145602,clas_038096.A12,038096,12
2175,11340450,clas_038681.A18,038681,18
2176,13310958,clas_038289.A10,038289,10
2177,11930188,clas_038210.A03,038210,03
2178,12146964,clas_038603.A25,038603,25
2179,13457938,clas_037724.A19,037724,19
2180,10945788,clas_038512.A00,038512,00
2181,11794058,clas_038395.A02,038395,02
2182,12377380,clas_038082.A18,038082,18
2183,8445064,clas_038658.A02,038658,02
2184,10964846,clas_038682.A16,038682,16
2185,12135002,clas_038118.A05,038118,05
2186,12130972,clas_038673.A15,038673,15
2187,8558698,clas_038665.A21,038665,21
2188,12665078,clas_037814.A05,037814,05
2189,12156488,clas_038602.A02,038602,02
2190,13991704,clas_037662.A06,037662,06
2191,12663932,clas_038422.A17,038422,17
2192,12637704,clas_038306.A12,038306,12
2193,11563434,clas_038562.A06,038562,06
2194,11299206,clas_038612.A09,038612,09
2195,11474446,clas_038097.A06,038097,06
2196,12071112,clas_038081.A11,038081,11
2197,12149492,clas_038121.A19,038121,19
2198,9784732,clas_038661.A01,038661,01
2199,13398012,clas_037662.A07,037662,07
2200,10862134,clas_038625.A19,038625,19
2201,12562570,clas_038286.A09,038286,09
2202,11115470,clas_038378.A05,038378,05
2203,10899648,clas_038509.A07,038509,07
2204,12681966,clas_038699.A15,038699,15
2205,10299496,clas_038596.A11,038596,11
2206,13850948,clas_037687.A00,037687,00
2207,12833792,clas_038048.A03,038048,03
2208,10878982,clas_038510.A14,038510,14
2209,11378320,clas_038175.A11,038175,11
2210,13295856,clas_037814.A15,037814,15
2211,10835930,clas_038702.A08,038702,08
2212,11271648,clas_038509.A12,038509,12
2213,12618754,clas_038351.A03,038351,03
2214,12183650,clas_038100.A11,038100,11
2215,10804316,clas_038490.A02,038490,02
2216,12606436,clas_038350.A18,038350,18
2217,12648364,clas_038286.A07,038286,07
2218,11948508,clas_038143.A19,038143,19
2219,13477424,clas_037810.A13,037810,13
2220,12632458,clas_038322.A00,038322,00
2221,13458040,clas_038268.A15,038268,15
2222,10826456,clas_038711.A16,038711,16
2223,10956596,clas_038597.A22,038597,22
2224,10751688,clas_038520.A07,038520,07
2225,12852398,clas_038274.A14,038274,14
2226,12078674,clas_038144.A07,038144,07
2227,1378402,clas_038498.A33,038498,33
2228,9593134,clas_038659.A02,038659,02
2229,4200316,clas_037714.A19,037714,19
2230,12098018,clas_038077.A13,038077,13
2231,10894140,clas_038493.A04,038493,04
2232,12954940,clas_037848.A17,037848,17
2233,10729414,clas_038560.A29,038560,29
2234,10893182,clas_038550.A13,038550,13
2235,11523464,clas_038387.A09,038387,09
2236,10274440,clas_038597.A06,038597,06
2237,11116444,clas_038704.A10,038704,10
2238,11944752,clas_038738.A11,038738,11
2239,13753828,clas_037776.A00,037776,00
2240,12956168,clas_037824.A03,037824,03
2241,13021664,clas_037818.A10,037818,10
2242,12832914,clas_038673.A08,038673,08
2243,10932414,clas_038466.A09,038466,09
2244,10598204,clas_038597.A02,038597,02
2245,12121834,clas_038207.A17,038207,17
2246,13334660,clas_037802.A09,037802,09
2247,10247580,clas_038511.A13,038511,13
2248,13961200,clas_038337.A12,038337,12
2249,12705964,clas_038674.A04,038674,04
2250,9616842,clas_038633.A21,038633,21
2251,11817830,clas_038397.A02,038397,02
2252,11028916,clas_038613.A09,038613,09
2253,11508520,clas_038645.A14,038645,14
2254,11182160,clas_038751.A01,038751,01
2255,12657164,clas_037746.A02,037746,02
2256,10337254,clas_038660.A03,038660,03
2257,11697988,clas_038381.A09,038381,09
2258,11871046,clas_038602.A28,038602,28
2259,12639480,clas_038365.A17,038365,17
2260,12879406,clas_037776.A11,037776,11
2261,10955930,clas_038618.A11,038618,11
2262,13646292,clas_037725.A05,037725,05
2263,12625562,clas_038365.A10,038365,10
2264,10466174,clas_038597.A05,038597,05
2265,15853908,clas_038720.A06,038720,06
2266,12293766,clas_038223.A11,038223,11
2267,10326604,clas_038521.A18,038521,18
2268,10573548,clas_038626.A16,038626,16
2269,13058060,clas_038118.A11,038118,11
2270,10181522,clas_038537.A16,038537,16
2271,12609902,clas_038364.A03,038364,03
2272,12050284,clas_038200.A03,038200,03
2273,12400628,clas_038131.A08,038131,08
2274,10686504,clas_038584.A03,038584,03
2275,10950712,clas_038709.A09,038709,09
2276,12065398,clas_038182.A05,038182,05
2277,11002672,clas_038693.A09,038693,09
2278,13320004,clas_037724.A18,037724,18
2279,11039200,clas_038638.A18,038638,18
2280,12616326,clas_038286.A12,038286,12
2281,10929022,clas_038636.A06,038636,06
2282,10921108,clas_038514.A07,038514,07
2283,10427960,clas_038541.A11,038541,11
2284,12229818,clas_038672.A32,038672,32
2285,10760336,clas_038625.A07,038625,07
2286,13445944,clas_038316.A14,038316,14
2287,11422916,clas_038619.A17,038619,17
2288,19316278,clas_038731.A13,038731,13
2289,10960642,clas_038682.A14,038682,14
2290,10086396,clas_038187.A00,038187,00
2291,5493264,clas_038361.A02,038361,02
2292,1924178,clas_038433.A20,038433,20
2293,12833490,clas_038676.A03,038676,03
2294,12191008,clas_038194.A02,038194,02
2295,11194728,clas_038585.A06,038585,06
2296,12342628,clas_038397.A06,038397,06
2297,13452110,clas_037782.A17,037782,17
2298,13370530,clas_037674.A10,037674,10
2299,12148888,clas_038089.A10,038089,10
2300,13188406,clas_037762.A07,037762,07
2301,10646594,clas_038691.A05,038691,05
2302,11368550,clas_038175.A09,038175,09
2303,12446404,clas_038189.A18,038189,18
2304,11036296,clas_038727.A00,038727,00
2305,13027648,clas_038305.A14,038305,14
2306,10947136,clas_038715.A19,038715,19
2307,11042800,clas_038722.A20,038722,20
2308,3101324,clas_038445.A01,038445,01
2309,13334358,clas_037710.A16,037710,16
2310,10872296,clas_038510.A19,038510,19
2311,12340400,clas_038211.A16,038211,16
2312,5154756,clas_038734.A16,038734,16
2313,13917688,clas_037823.A02,037823,02
2314,11840530,clas_038544.A31,038544,31
2315,12594438,clas_038318.A02,038318,02
2316,10729490,clas_038548.A06,038548,06
2317,13607306,clas_037778.A02,037778,02
2318,12667670,clas_038675.A08,038675,08
2319,11677740,clas_038604.A32,038604,32
2320,19502130,clas_038730.A03,038730,03
2321,11154022,clas_038511.A16,038511,16
2322,10631728,clas_038528.A03,038528,03
2323,13658720,clas_037745.A16,037745,16
2324,12821768,clas_038364.A08,038364,08
2325,13807532,clas_037776.A15,037776,15
2326,10882994,clas_038476.A08,038476,08
2327,13284316,clas_038191.A04,038191,04
2328,12439404,clas_038320.A08,038320,08
2329,10969536,clas_038685.A13,038685,13
2330,75370422,clas_037856.A01,037856,01
2331,10842936,clas_038637.A03,038637,03
2332,10854736,clas_038493.A17,038493,17
2333,11124456,clas_038624.A17,038624,17
2334,11503588,clas_038706.A02,038706,02
2335,14463624,clas_037701.A09,037701,09
2336,12573284,clas_038278.A07,038278,07
2337,12155194,clas_038392.A18,038392,18
2338,11434516,clas_038194.A10,038194,10
2339,12269612,clas_038381.A18,038381,18
2340,12123416,clas_038713.A17,038713,17
2341,12107460,clas_038184.A12,038184,12
2342,13107116,clas_038424.A18,038424,18
2343,13525372,clas_037788.A01,037788,01
2344,10925380,clas_038461.A12,038461,12
2345,12781098,clas_038049.A08,038049,08
2346,10773606,clas_038534.A04,038534,04
2347,12296064,clas_038672.A23,038672,23
2348,13048544,clas_038427.A02,038427,02
2349,10186988,clas_038493.A24,038493,24
2350,12501764,clas_038421.A19,038421,19
2351,12864814,clas_038199.A15,038199,15
2352,10777232,clas_038542.A13,038542,13
2353,12082726,clas_038646.A15,038646,15
2354,17478222,clas_037743.A00,037743,00
2355,177120382,clas_038588.A02,038588,02
2356,12228532,clas_038089.A07,038089,07
2357,13326262,clas_037688.A12,037688,12
2358,11269098,clas_038498.A10,038498,10
2359,13670154,clas_037690.A14,037690,14
2360,11265716,clas_038713.A10,038713,10
2361,10901676,clas_038510.A11,038510,11
2362,11932262,clas_038432.A00,038432,00
2363,10144916,clas_038691.A12,038691,12
2364,10926466,clas_038464.A11,038464,11
2365,11918898,clas_038138.A07,038138,07
2366,13018840,clas_037852.A05,037852,05
2367,19380878,clas_038734.A06,038734,06
2368,12205030,clas_038218.A17,038218,17
2369,12097822,clas_038083.A11,038083,11
2370,13762840,clas_038338.A08,038338,08
2371,8436950,clas_038663.A06,038663,06
2372,13544234,clas_037687.A12,037687,12
2373,11418742,clas_038144.A08,038144,08
2374,12467694,clas_038275.A07,038275,07
2375,10947568,clas_038712.A21,038712,21
2376,11075446,clas_038511.A12,038511,12
2377,11771692,clas_038395.A05,038395,05
2378,13292570,clas_037750.A10,037750,10
2379,13352682,clas_037687.A15,037687,15
2380,13672614,clas_037719.A03,037719,03
2381,11124470,clas_038656.A00,038656,00
2382,11707096,clas_038378.A18,038378,18
2383,12754992,clas_037832.A18,037832,18
2384,12102332,clas_038141.A06,038141,06
2385,13060880,clas_037753.A14,037753,14
2386,11253614,clas_038457.A02,038457,02
2387,10836344,clas_038559.A30,038559,30
2388,10993548,clas_038696.A07,038696,07
2389,11951928,clas_038284.A20,038284,20
2390,9847616,clas_038528.A22,038528,22
2391,12293636,clas_038428.A00,038428,00
2392,11602954,clas_038601.A13,038601,13
2393,10894152,clas_038682.A03,038682,03
2394,11022052,clas_038621.A00,038621,00
2395,11004780,clas_038638.A03,038638,03
2396,10896518,clas_038617.A20,038617,20
2397,12681666,clas_038339.A03,038339,03
2398,13374292,clas_037706.A17,037706,17
2399,10946842,clas_038642.A10,038642,10
2400,11665958,clas_038715.A05,038715,05
2401,10789996,clas_038559.A22,038559,22
2402,12575010,clas_038289.A11,038289,11
2403,11658718,clas_038711.A19,038711,19
2404,12749796,clas_037789.A13,037789,13
2405,10418516,clas_038536.A05,038536,05
2406,10175880,clas_038550.A17,038550,17
2407,14843612,clas_037679.A00,037679,00
2408,11977144,clas_038379.A06,038379,06
2409,10719484,clas_038470.A20,038470,20
2410,12287530,clas_037816.A12,037816,12
2411,10970808,clas_038635.A16,038635,16
2412,11828802,clas_038716.A10,038716,10
2413,13854824,clas_037802.A17,037802,17
2414,11415238,clas_038183.A04,038183,04
2415,12097044,clas_038117.A03,038117,03
2416,10462012,clas_038538.A16,038538,16
2417,9648022,clas_038743.A21,038743,21
2418,10935522,clas_038485.A18,038485,18
2419,10472272,clas_038541.A05,038541,05
2420,14485254,clas_037753.A07,037753,07
2421,10678278,clas_038576.A14,038576,14
2422,13489706,clas_037721.A13,037721,13
2423,13013314,clas_038277.A00,038277,00
2424,10792902,clas_038549.A19,038549,19
2425,11171536,clas_038487.A05,038487,05
2426,12140452,clas_038131.A15,038131,15
2427,13038274,clas_037829.A08,037829,08
2428,10776326,clas_038548.A25,038548,25
2429,12186550,clas_038434.A10,038434,10
2430,11999834,clas_038278.A04,038278,04
2431,11001986,clas_038715.A11,038715,11
2432,10852178,clas_038494.A01,038494,01
2433,10838414,clas_038714.A02,038714,02
2434,12308764,clas_038133.A19,038133,19
2435,13196804,clas_037763.A01,037763,01
2436,10718234,clas_038578.A14,038578,14
2437,12807882,clas_038050.A11,038050,11
2438,11709300,clas_038604.A02,038604,02
2439,11085140,clas_038522.A01,038522,01
2440,10653792,clas_038571.A20,038571,20
2441,13311532,clas_037709.A16,037709,16
2442,12593026,clas_038346.A05,038346,05
2443,12351384,clas_038050.A19,038050,19
2444,11774500,clas_038389.A03,038389,03
2445,11721750,clas_038431.A21,038431,21
2446,11407174,clas_038575.A14,038575,14
2447,11192636,clas_038534.A23,038534,23
2448,1081470,clas_038384.A23,038384,23
2449,11268266,clas_038699.A00,038699,00
2450,11856516,clas_038380.A13,038380,13
2451,10837212,clas_038633.A13,038633,13
2452,11924396,clas_038476.A18,038476,18
2453,13492296,clas_037680.A00,037680,00
2454,10993020,clas_038706.A07,038706,07
2455,11852078,clas_038380.A12,038380,12
2456,17373000,clas_037740.A10,037740,10
2457,10710572,clas_038559.A10,038559,10
2458,13372440,clas_037681.A02,037681,02
2459,11952950,clas_038095.A01,038095,01
2460,11729378,clas_038621.A02,038621,02
2461,11134230,clas_038744.A12,038744,12
2462,13149502,clas_037818.A00,037818,00
2463,11568286,clas_038544.A26,038544,26
2464,2437210,clas_038506.A01,038506,01
2465,13381022,clas_037766.A08,037766,08
2466,13769732,clas_037820.A11,037820,11
2467,13279014,clas_038219.A17,038219,17
2468,11080718,clas_038714.A03,038714,03
2469,12002646,clas_038188.A20,038188,20
2470,4387278,clas_037740.A17,037740,17
2471,10941780,clas_038609.A18,038609,18
2472,12817038,clas_038184.A16,038184,16
2473,13782378,clas_037709.A12,037709,12
2474,12764396,clas_038339.A05,038339,05
2475,11599304,clas_038619.A08,038619,08
2476,10810148,clas_038507.A17,038507,17
2477,12638146,clas_038344.A02,038344,02
2478,10964832,clas_038696.A13,038696,13
2479,10781898,clas_038538.A03,038538,03
2480,10832164,clas_038686.A18,038686,18
2481,13374784,clas_037679.A13,037679,13
2482,11325126,clas_038705.A06,038705,06
2483,11539418,clas_038712.A13,038712,13
2484,9135392,clas_038584.A43,038584,43
2485,11166838,clas_038525.A33,038525,33
2486,12489182,clas_038422.A06,038422,06
2487,13069598,clas_038342.A16,038342,16
2488,11344194,clas_038709.A22,038709,22
2489,3777014,clas_038508.A25,038508,25
2490,13133992,clas_038422.A01,038422,01
2491,10593364,clas_038655.A16,038655,16
2492,11291194,clas_038175.A12,038175,12
2493,11258584,clas_038687.A06,038687,06
2494,13971258,clas_038300.A08,038300,08
2495,6511328,clas_038226.A09,038226,09
2496,13827006,clas_038052.A07,038052,07
2497,10952556,clas_038684.A17,038684,17
2498,12023370,clas_038132.A00,038132,00
2499,10995036,clas_038524.A03,038524,03
2500,12756630,clas_037808.A09,037808,09
2501,11450018,clas_038200.A08,038200,08
2502,10846648,clas_038719.A02,038719,02
2503,14207884,clas_037772.A10,037772,10
2504,11225480,clas_038631.A10,038631,10
2505,12622016,clas_038322.A11,038322,11
2506,11953042,clas_038718.A00,038718,00
2507,12887606,clas_038341.A12,038341,12
2508,10876342,clas_038471.A15,038471,15
2509,13400376,clas_037802.A12,037802,12
2510,12175694,clas_038085.A05,038085,05
2511,11764654,clas_038713.A00,038713,00
2512,12822020,clas_038429.A05,038429,05
2513,12198022,clas_038076.A11,038076,11
2514,10358564,clas_038525.A31,038525,31
2515,13037302,clas_037698.A17,037698,17
2516,13255784,clas_037802.A00,037802,00
2517,12641032,clas_038305.A04,038305,04
2518,12049432,clas_038194.A13,038194,13
2519,10380798,clas_038538.A14,038538,14
2520,10829870,clas_038534.A17,038534,17
2521,11132066,clas_038656.A15,038656,15
2522,13253434,clas_037831.A20,037831,20
2523,11916394,clas_038141.A10,038141,10
2524,13029246,clas_037823.A11,037823,11
2525,12154912,clas_038078.A11,038078,11
2526,12442720,clas_037848.A00,037848,00
2527,12070342,clas_038553.A04,038553,04
2528,12192956,clas_038049.A12,038049,12
2529,11898088,clas_038703.A15,038703,15
2530,12793150,clas_037812.A08,037812,08
2531,13255802,clas_037831.A07,037831,07
2532,13330642,clas_037804.A18,037804,18
2533,11229674,clas_038713.A13,038713,13
2534,12435926,clas_038421.A18,038421,18
2535,10982436,clas_038700.A17,038700,17
2536,9326756,clas_038662.A03,038662,03
2537,13303912,clas_037813.A06,037813,06
2538,11092108,clas_038608.A21,038608,21
2539,11998508,clas_038222.A20,038222,20
2540,12364508,clas_038146.A00,038146,00
2541,11610128,clas_038750.A02,038750,02
2542,12303820,clas_038384.A14,038384,14
2543,12435340,clas_038344.A16,038344,16
2544,10315688,clas_038529.A08,038529,08
2545,11058160,clas_038722.A12,038722,12
2546,11002760,clas_038636.A08,038636,08
2547,12598940,clas_038697.A10,038697,10
2548,10936048,clas_038519.A16,038519,16
2549,14474946,clas_037660.A00,037660,00
2550,13406546,clas_037805.A19,037805,19
2551,11467278,clas_038717.A07,038717,07
2552,12625712,clas_038321.A12,038321,12
2553,10365506,clas_038748.A13,038748,13
2554,12471092,clas_038440.A01,038440,01
2555,11524604,clas_038645.A19,038645,19
2556,6867898,clas_038627.A23,038627,23
2557,11798230,clas_038380.A11,038380,11
2558,12827930,clas_038359.A18,038359,18
2559,12789044,clas_038220.A13,038220,13
2560,11003742,clas_038609.A05,038609,05
2561,10946154,clas_038460.A20,038460,20
2562,10871732,clas_038517.A28,038517,28
2563,11223878,clas_038510.A06,038510,06
2564,74688844,clas_037856.A04,037856,04
2565,13069398,clas_038305.A15,038305,15
2566,12670596,clas_038341.A04,038341,04
2567,13735878,clas_037685.A03,037685,03
2568,12610552,clas_038317.A02,038317,02
2569,8421172,clas_038666.A31,038666,31
2570,12236020,clas_038606.A18,038606,18
2571,11279090,clas_038626.A25,038626,25
2572,13289310,clas_038312.A13,038312,13
2573,10524302,clas_038540.A09,038540,09
2574,11880044,clas_038390.A12,038390,12
2575,10951350,clas_038624.A11,038624,11
2576,10203962,clas_038549.A01,038549,01
2577,10557762,clas_038652.A06,038652,06
2578,10932272,clas_038584.A29,038584,29
2579,11627130,clas_038717.A17,038717,17
2580,11479752,clas_038100.A13,038100,13
2581,10830774,clas_038499.A09,038499,09
2582,10664432,clas_038585.A03,038585,03
2583,9802370,clas_038301.A06,038301,06
2584,10766500,clas_038454.A14,038454,14
2585,10502464,clas_038524.A19,038524,19
2586,11124658,clas_038628.A00,038628,00
2587,12128140,clas_038082.A12,038082,12
2588,13498652,clas_038071.A05,038071,05
2589,10947626,clas_038452.A08,038452,08
2590,10818566,clas_038466.A02,038466,02
2591,12391002,clas_038214.A06,038214,06
2592,12868388,clas_038315.A05,038315,05
2593,10699476,clas_038552.A28,038552,28
2594,12103430,clas_038195.A04,038195,04
2595,11115216,clas_038516.A00,038516,00
2596,13076578,clas_038272.A05,038272,05
2597,11760638,clas_038394.A16,038394,16
2598,12648518,clas_038315.A17,038315,17
2599,12405780,clas_038339.A04,038339,04
2600,12515270,clas_038204.A15,038204,15
2601,10502182,clas_038654.A01,038654,01
2602,13910232,clas_037781.A16,037781,16
2603,12115556,clas_038143.A02,038143,02
2604,13458648,clas_037750.A04,037750,04
2605,11435154,clas_038463.A06,038463,06
2606,12657418,clas_038359.A10,038359,10
2607,10702942,clas_038452.A14,038452,14
2608,7411760,clas_038432.A21,038432,21
2609,12111384,clas_038121.A18,038121,18
2610,11840040,clas_038438.A02,038438,02
2611,12542682,clas_038050.A04,038050,04
2612,14080788,clas_037745.A08,037745,08
2613,11492910,clas_038090.A12,038090,12
2614,9456108,clas_038681.A01,038681,01
2615,11870290,clas_038440.A32,038440,32
2616,13661220,clas_037674.A00,037674,00
2617,12380782,clas_038215.A12,038215,12
2618,13241868,clas_037831.A00,037831,00
2619,13103182,clas_038673.A28,038673,28
2620,12620998,clas_038359.A03,038359,03
2621,12132972,clas_038121.A03,038121,03
2622,13329522,clas_037767.A05,037767,05
2623,9743916,clas_038659.A07,038659,07
2624,10932282,clas_038723.A09,038723,09
2625,10027918,clas_038536.A10,038536,10
2626,10946866,clas_038640.A02,038640,02
2627,10945178,clas_038642.A04,038642,04
2628,13413312,clas_038337.A02,038337,02
2629,369788,clas_038461.A23,038461,23
2630,11873630,clas_038441.A07,038441,07
2631,11958042,clas_038220.A06,038220,06
2632,12393194,clas_038219.A20,038219,20
2633,11582084,clas_038713.A09,038713,09
2634,13019916,clas_038340.A14,038340,14
2635,4846242,clas_038178.A03,038178,03
2636,10944672,clas_038500.A09,038500,09
2637,10812614,clas_038749.A06,038749,06
2638,13299830,clas_037713.A10,037713,10
2639,12325712,clas_038394.A17,038394,17
2640,11595260,clas_038138.A19,038138,19
2641,10504692,clas_038649.A05,038649,05
2642,12160936,clas_038120.A11,038120,11
2643,219207406,clas_037854.A19,037854,19
2644,13618362,clas_037686.A07,037686,07
2645,12867008,clas_037806.A06,037806,06
2646,10446100,clas_038596.A16,038596,16
2647,9962516,clas_038537.A00,038537,00
2648,10988924,clas_038737.A00,038737,00
2649,10953340,clas_038707.A01,038707,01
2650,12637404,clas_038317.A18,038317,18
2651,11334082,clas_038684.A01,038684,01
2652,10393608,clas_038531.A09,038531,09
2653,10852990,clas_038635.A03,038635,03
2654,10726674,clas_038653.A16,038653,16
2655,10738160,clas_038574.A02,038574,02
2656,10896148,clas_038476.A09,038476,09
2657,12455746,clas_038084.A12,038084,12
2658,1617624,clas_038689.A22,038689,22
2659,11360348,clas_038573.A11,038573,11
2660,10948482,clas_038470.A13,038470,13
2661,11896982,clas_038146.A16,038146,16
2662,11910616,clas_038422.A04,038422,04
2663,17401684,clas_037740.A07,037740,07
2664,11562448,clas_037786.A00,037786,00
2665,10478346,clas_038597.A13,038597,13
2666,12611948,clas_038360.A10,038360,10
2667,12813172,clas_037806.A11,037806,11
2668,10994610,clas_038723.A03,038723,03
2669,11937972,clas_038398.A05,038398,05
2670,12161898,clas_038121.A06,038121,06
